Crossnumber,TrialName,FemalePlotName,Mother,Cycle,Father,MalePlotName,First_Pollination_Date,Number_of_Repeats,Bunch_Harvest_Date,Seed_Extraction_Date,Total_Seeds,Good_Seeds,Embryo_Rescue_Date,Number_of_Embryo_Rescued,Number_of_Embryo_Germinating,Germination_Date,Location
SE201812_(162428C1/132354),2016 New 4x Female parents Sendusu,29275S-1_14_R8P4,29275S-1,1,10969S-1,17-10969s-1_R23C10_plot340,2018-12-17,3.0,2019-04-04,2019-04-11,0,,,,,,Sendusu
SE201812_(162435C1/132708),2016 New 4x Female parents Sendusu,29364S-2_14_R12P3,29364S-2,1,7197-2,17-7197-2_R11C14_plot164,2018-12-27,,2019-04-07,2019-04-18,31,26,2019-04-26,26,7.0,2019-05-13,Sendusu
SE201812_(162438C1/132631),2016 New 4x Female parents Sendusu,25974S-17_14_R5P8,25974S-17,1,7197-2,17-7197-2_R10C7_plot142,2018-12-19,,,,,,,,,,Sendusu
SE201812_(162484C1/132332),2016 New 4x Female parents Sendusu,29275S-4_14_R2P3,29275S-4,1,8075-7,17-8075-7_R1C11_plot11,2018-12-28,,2019-04-07,2019-04-18,17,14,2019-04-26,14,,,Sendusu
SE201812_(162486C1/132608),2016 New 4x Female parents Sendusu,29275S-4_14_R1P6,29275S-4,1,8075-7,17-8075-7_R3C3_plot33,2018-12-07,,2019-03-26,2019-04-04,36,30,2019-04-11,30,,,Sendusu
SE201812_(162494C1/132684),2016 New 4x Female parents Sendusu,29364S-2_14_R12P1,29364S-2,1,7197-2,17-7197-2_R11C5_plot155,2018-12-13,5.0,2019-03-11,2019-03-28,5,2,2019-04-01,2,,,Sendusu
SE201812_(162500C1/132625),3X pollination block New Phase 1-Sendusu,Entukura_14_Phase1_R5C14,Entukura,1,SH3362,17-SH3362_R19C7_plot277,2018-12-20,4.0,2019-03-11,2019-03-14,0,,,,,,Sendusu
SE201812_(162526C1/132684),3X pollination block New Phase 1-Sendusu,Entukura_14_Phase1_R4C11,Entukura,1,7197-2,17-7197-2_R11C5_plot155,2018-12-03,4.0,2019-02-24,2019-03-14,8,2,2019-03-20,2,,,Sendusu
SE201812_(162577C1/132624),3X pollination block New Phase 1-Sendusu,Entukura_14_Phase1_R6C13,Entukura,1,TMB2X5265-1,17-5265-1_R8C3_plot108,2018-12-22,,,,,,,,,,Sendusu
SE201812_(162623C1/132522),3X pollination block New Phase 1-Sendusu,Nakyetengu_14_Phase1_R8C2,IITA-Nakyetengu,1,TMB2X5265-1,17-5265-1_R9C5_plot125,2018-12-04,,,,,,,,,,Sendusu
SE201812_(162654C1/132379),3X pollination block New Phase 1-Sendusu,Nakasabira_14_Phase1_R33C3,Nakasabira,1,9128-3,17-9128-3_R4C4_plot49,2018-12-24,,2019-03-19,2019-03-28,0,,,,,,Sendusu
SE201812_(162681C1/132316),3X pollination block New Phase 1-Sendusu,Entukura_14_Phase1_R5C7,Entukura,1,8075-7,17-8075-7_R2C1_plot16,2018-12-04,5.0,2019-02-24,2019-03-07,0,,,,,,Sendusu
SE201812_(162682C1/132707),3X pollination block New Phase 1-Sendusu,Enzirabahima_14_Phase1_R25C16,ITC1354,1,8075-7,17-8075-7_R3C4_plot34,2018-12-07,2.0,2019-03-03,2019-03-28,0,,,,,,Sendusu
SE201812_(162742C1/132316),3X pollination block New Phase 1-Sendusu,Nfuuka_14_Phase1_R13C1,Nfuuka,1,8075-7,17-8075-7_R2C1_plot16,2018-12-24,,2019-03-26,2019-04-04,0,,,,,,Sendusu
SE201812_(162745C1/132348),3X pollination block New Phase 1-Sendusu,Nfuuka_14_Phase1_R15C7,Nfuuka,1,7197-2,17-7197-2_R11C3_plot153,2018-12-26,,2019-03-11,,,,,,,,Sendusu
SE201812_(162763C1/132684),3X pollination block New Phase 1-Sendusu,Nfuuka_14_Phase1_R14C11,Nfuuka,1,7197-2,17-7197-2_R11C5_plot155,2018-12-12,5.0,2019-03-03,,,,,,,,Sendusu
SE201812_(162840C1/132522),3X pollination block New Phase 1-Sendusu,Nakyetengu_14_Phase1_R9C2,IITA-Nakyetengu,1,TMB2X5265-1,17-5265-1_R9C5_plot125,2018-12-13,,,,,,,,,,Sendusu
SE201812_(162847C1/132330),3X pollination block New Phase 1-Sendusu,Tereza_14_Phase1_R18C9,Tereza,1,8075-7,17-8075-7_R3C1_plot31,2018-12-28,,,,,,,,,,Sendusu
SE201812_(162851C1/132707),3X pollination block New Phase 1-Sendusu,Entukura_14_Phase1_R6C12,Entukura,1,8075-7,17-8075-7_R3C4_plot34,2018-12-03,5.0,2019-07-22,2019-08-01,1,1,2019-08-05,1,,,Sendusu
SE201812_(162870C1/132625),3X pollination block New Phase 1-Sendusu,Entukura_14_Phase1_R6C18,Entukura,1,SH3362,17-SH3362_R19C7_plot277,2018-12-04,,2019-02-24,2019-03-07,1,1,2019-03-20,1,,,Sendusu
SE201812_(162890C1/132316),3X pollination block New Phase 1-Sendusu,Nfuuka_14_Phase1_R14C8,Nfuuka,1,8075-7,17-8075-7_R2C1_plot16,2018-12-26,,2019-03-24,2019-04-04,0,,,,,,Sendusu
SE201812_(162892C1/132498),3X pollination block New Phase 1-Sendusu,Enzirabahima_14_Phase1_R26C15,ITC1354,1,9128-3,17-9128-3_R4C1_plot46,2018-12-07,4.0,,,,,,,,,Sendusu
SE201812_(162935C1/132514),3X pollination block New Phase 2-Sendusu,Tereza_14_Phase2_R18C8,Tereza,1,7197-2,17-7197-2_R12C6_plot171,2018-12-07,,2019-03-11,2019-03-28,1,1,2019-04-01,1,,,Sendusu
SE201812_(162947C1/132697),3X pollination block New Phase 2-Sendusu,Kazirakwe_14_Phase2_R28C10,ITC1355,1,SH3217,17-SH3217_R13C5_plot185,2018-12-24,,2019-03-24,2019-04-04,0,,,,,,Sendusu
SE201812_(162971C1/132332),3X pollination block New Phase 2-Sendusu,Kazirakwe_14_Phase2_R29C7,ITC1355,1,8075-7,17-8075-7_R1C11_plot11,2018-12-20,4.0,2019-03-11,2019-03-28,0,,,,,,Sendusu
SE201812_(162992C1/132484),3X pollination block New Phase 2-Sendusu,Kazirakwe_14_Phase2_R29C8,ITC1355,1,7197-2,17-7197-2_R12C12_plot177,2018-12-20,4.0,2019-03-11,2019-03-28,0,,,,,,Sendusu
SE201812_(163006C1/132555),3X pollination block New Phase 2-Sendusu,Kazirakwe_14_Phase2_R28C4,ITC1355,1,9128-3,17-9128-3_R4C15_plot60,2018-12-28,,2019-03-19,2019-03-28,3,3,2019-04-01,3,,,Sendusu
SE201812_(163062C1/132348),3X pollination block New Phase 2-Sendusu,Nakasabira_14_Phase2_R33C10,Nakasabira,1,7197-2,17-7197-2_R11C3_plot153,2018-12-10,,,,,,,,,,Sendusu
SE201812_(163063C1/132552),3X pollination block New Phase 2-Sendusu,Nfuuka_14_Phase2_R14C4,Nfuuka,1,7197-2,17-7197-2_R10C3_plot138,2018-12-27,,2019-03-24,2019-04-04,0,,,,,,Sendusu
SE201812_(163073C1/132608),3X pollination block New Phase 2-Sendusu,Entukura_14_Phase2_R4C10,Entukura,1,8075-7,17-8075-7_R3C3_plot33,2018-12-15,4.0,2019-03-11,2019-03-28,0,,,,,,Sendusu
SE201812_(163091C1/132608),3X pollination block New Phase 2-Sendusu,Nakasabira_14_Phase2_R32C1,Nakasabira,1,8075-7,17-8075-7_R3C3_plot33,2018-12-08,,2019-03-11,2019-03-28,1,1,2019-04-01,1,,,Sendusu
SE201812_(163113C1/132505),3X pollination block New Phase 2-Sendusu,Kabucuragye_14_Phase2_R20C6,Kabucuragye,1,SH3217,17-SH3217_R13C3_plot183,2018-12-12,3.0,2019-03-03,2019-03-28,0,,,,,,Sendusu
SE201812_(163127C1/132533),3X pollination block New Phase 2-Sendusu,Nakyetengu_14_Phase2_R7C10,IITA-Nakyetengu,1,8075-7,17-8075-7_R2C5_plot20,2018-12-04,,2019-03-11,2019-03-28,3,2,2019-04-01,2,,,Sendusu
SE201812_(163135C1/132514),3X pollination block New Phase 2-Sendusu,Enzirabahima_14_Phase2_R25C5,ITC1354,1,7197-2,17-7197-2_R12C6_plot171,2018-12-24,,2019-03-19,2019-03-28,1,1,2019-04-01,1,,,Sendusu
SE201812_(163136C1/132709),3X pollination block New Phase 2-Sendusu,Kabucuragye_14_Phase2_R19C10,Kabucuragye,1,SH3217,17-SH3217_R14C1_plot196,2018-12-03,,2019-03-11,2019-03-28,0,,,,,,Sendusu
SE201812_(163139C1/132316),3X pollination block New Phase 2-Sendusu,Nakasabira_14_Phase2_R33C9,Nakasabira,1,8075-7,17-8075-7_R2C1_plot16,2018-12-26,,,,,,,,,,Sendusu
SE201812_(163146C1/132452),3X pollination block New Phase 2-Sendusu,Nakasabira_14_Phase2_R31C9,Nakasabira,1,9128-3,17-9128-3_R4C7_plot52,2018-12-12,4.0,2019-03-03,2019-03-28,0,,,,,,Sendusu
SE201812_(163172C1/132379),3X pollination block New Phase 3-Sendusu,Nakyetengu_16_Phase3_R7C2,IITA-Nakyetengu,1,9128-3,17-9128-3_R4C4_plot49,2018-12-05,,2019-04-16,2019-05-09,0,,,,,,Sendusu
SE201812_(163201C1/132522),3X pollination block New Phase 3-Sendusu,Nakyetengu_16_Phase3_R7C1,IITA-Nakyetengu,1,TMB2X5265-1,17-5265-1_R9C5_plot125,2018-12-14,,,,,,,,,,Sendusu
SE201812_(163215C1/132484),3X pollination block New Phase 3-Sendusu,Tereza_16_Phase3_R18C4,Tereza,1,7197-2,17-7197-2_R12C12_plot177,2018-12-05,5.0,2019-03-11,2019-03-28,0,,,,,,Sendusu
SE201812_(163218C1/132505),3X pollination block New Phase 3-Sendusu,Nakasabira_16_Phase3_R31C1,Nakasabira,1,SH3217,17-SH3217_R13C3_plot183,2018-12-26,,2019-04-04,2019-04-11,3,2,2019-04-18,2,,,Sendusu
SE201812_(163219C1/132522),3X pollination block New Phase 3-Sendusu,Enzirabahima_16_Phase3_R25C3,ITC1354,1,TMB2X5265-1,17-5265-1_R9C5_plot125,2018-12-07,,2019-03-03,2019-03-14,0,,,,,,Sendusu
SE201812_(163251C1/132649),3X pollination block New Phase 3-Sendusu,Kazirakwe_16_Phase3_R29C1,ITC1355,1,9128-3,17-9128-3_R4C11_plot56,2018-12-03,,2019-02-26,2019-03-07,0,,,,,,Sendusu
SE201812_(163253C1/132379),3X pollination block New Phase 3-Sendusu,Kabucuragye_16_Phase3_R21C5,Kabucuragye,1,9128-3,17-9128-3_R4C4_plot49,2018-12-17,5.0,2019-03-24,2019-04-11,1,1,2019-04-18,1,,,Sendusu
SE201812_(163264C1/132514),3X pollination block New Phase 3-Sendusu,Kazirakwe_16_Phase3_R28C1,ITC1355,1,7197-2,17-7197-2_R12C6_plot171,2018-12-05,,2019-02-28,2019-03-07,0,,,,,,Sendusu
SE201812_(163287C1/132697),3X pollination block New Phase 3-Sendusu,Enzirabahima_16_Phase3_R26C10,ITC1354,1,SH3217,17-SH3217_R13C5_plot185,2018-12-13,5.0,2019-03-11,2019-03-28,0,,,,,,Sendusu
SE201812_(163316C1/132373),3X pollination block New Phase 3-Sendusu,Kazirakwe_16_Phase3_R28C9,ITC1355,1,7197-2,17-7197-2_R12C3_plot168,2018-12-04,,,,,,,,,,Sendusu
SE201812_(163330C1/132401),3X pollination block New Phase 3-Sendusu,Kabucuragye_16_Phase3_R19C3,Kabucuragye,1,9128-3,17-9128-3_R4C2_plot47,2018-12-27,,2019-04-04,2019-04-11,0,,,,,,Sendusu
SE201812_(163345C1/132332),3X pollination block New Phase 3-Sendusu,Entukura_16_Phase3_R5C9,Entukura,1,8075-7,17-8075-7_R1C11_plot11,2018-12-17,3.0,,,,,,,,,Sendusu
SE201812_(163357C1/132381),3X pollination block New Phase 3-Sendusu,Kabucuragye_16_Phase3_R21C1,Kabucuragye,1,8075-7,17-8075-7_R2C9_plot24,2018-12-17,5.0,2019-03-24,2019-04-04,1,1,2019-04-11,1,,,Sendusu
SE201812_(163387C1/132332),3X pollination block New Phase 3-Sendusu,Nakyetengu_16_Phase3_R8C6,IITA-Nakyetengu,1,8075-7,17-8075-7_R1C11_plot11,2018-12-27,,,,,,,,,,Sendusu
SE201812_(163391C1/132709),3X pollination block New Phase 3-Sendusu,Entukura_16_Phase3_R4C6,Entukura,1,SH3217,17-SH3217_R14C1_plot196,2018-12-20,4.0,,,,,,,,,Sendusu
SE201812_(163403C1/132401),3X pollination block New Phase 3-Sendusu,Nakyetengu_16_Phase3_R7C8,IITA-Nakyetengu,1,9128-3,17-9128-3_R4C2_plot47,2018-12-27,,2019-03-19,2019-03-28,0,,,,,,Sendusu
SE201812_(163407C1/132316),3X pollination block New Phase 3-Sendusu,Enzirabahima_16_Phase3_R26C4,ITC1354,1,8075-7,17-8075-7_R2C1_plot16,2018-12-24,,2019-03-26,2019-04-04,0,,,,,,Sendusu
SE201901_(162354C1/132316),2016 New 4x Female parents Sendusu,29364S-2_14_R11P2,29364S-2,1,8075-7,17-8075-7_R2C1_plot16,2019-01-14,,2019-05-24,2019-06-06,16,11,2019-06-12,11,,,Sendusu
SE201901_(162517C1/132348),3X pollination block New Phase 1-Sendusu,Kazirakwe_14_Phase1_R30C8,ITC1355,1,7197-2,17-7197-2_R11C3_plot153,2018-10-31,,,,,,,,,,Sendusu
SE201901_(162520C1/132348),3X pollination block New Phase 1-Sendusu,Tereza_14_Phase1_R16C1,Tereza,1,7197-2,17-7197-2_R11C3_plot153,2019-01-17,5.0,,,,,,,,,Sendusu
SE201901_(162528C1/132316),3X pollination block New Phase 1-Sendusu,Tereza_14_Phase1_R18C10,Tereza,1,8075-7,17-8075-7_R2C1_plot16,2019-01-14,5.0,,,,,,,,,Sendusu
SE201901_(162535C1/132576),3X pollination block New Phase 1-Sendusu,Enzirabahima_14_Phase1_R26C3,ITC1354,1,SH3362,17-SH3362_R18C13_plot268,2019-01-18,,,,,,,,,,Sendusu
SE201901_(162589C1/132635),3X pollination block New Phase 1-Sendusu,Enzirabahima_14_Phase1_R27C8,ITC1354,1,7197-2,17-7197-2_R12C2_plot167,2019-01-15,4.0,2019-04-23,2019-05-02,16,13,2019-05-06,13,4.0,2019-05-30,Sendusu
SE201901_(162595C1/132709),3X pollination block New Phase 1-Sendusu,Nakyetengu_14_Phase1_R9C6,IITA-Nakyetengu,1,SH3217,17-SH3217_R14C1_plot196,2018-10-31,,,,,,,,,,Sendusu
SE201901_(162605C1/132374),3X pollination block New Phase 1-Sendusu,Entukura_14_Phase1_R6C1,Entukura,1,SH3217,17-SH3217_R13C4_plot184,2019-01-18,3.0,2019-04-04,2019-04-25,4,,,,,,Sendusu
SE201901_(162612C1/132330),3X pollination block New Phase 1-Sendusu,Enzirabahima_14_Phase1_R25C18,ITC1354,1,8075-7,17-8075-7_R3C1_plot31,2018-10-31,,,,,,,,,,Sendusu
SE201901_(162614C1/132709),3X pollination block New Phase 1-Sendusu,Nfuuka_14_Phase1_R13C11,Nfuuka,1,SH3217,17-SH3217_R14C1_plot196,2019-01-14,4.0,2019-04-11,2019-04-25,2,0,2019-04-26,0,,,Sendusu
SE201901_(162620C1/132625),3X pollination block New Phase 1-Sendusu,Nakasabira_14_Phase1_R32C14,Nakasabira,1,SH3362,17-SH3362_R19C7_plot277,2018-10-19,,,,,,,,,,Sendusu
SE201901_(162627C1/132640),3X pollination block New Phase 1-Sendusu,Enzirabahima_14_Phase1_R26C11,ITC1354,1,TMB2X5265-1,17-5265-1_R9C3_plot123,2019-01-17,5.0,,,,,,,,,Sendusu
SE201901_(162672C1/132379),3X pollination block New Phase 1-Sendusu,Nfuuka_14_Phase1_R14C10,Nfuuka,1,9128-3,17-9128-3_R4C4_plot49,2019-01-11,,2019-04-17,2019-04-25,0,,,,,,Sendusu
SE201901_(162685C1/132709),3X pollination block New Phase 1-Sendusu,Nakasabira_14_Phase1_R31C3,Nakasabira,1,SH3217,17-SH3217_R14C1_plot196,2018-10-19,,,,,,,,,,Sendusu
SE201901_(162701C1/132379),3X pollination block New Phase 1-Sendusu,Entukura_14_Phase1_R6C6,Entukura,1,9128-3,17-9128-3_R4C4_plot49,2019-01-17,5.0,2019-04-28,2019-05-09,0,,,,,,Sendusu
SE201901_(162726C1/132433),3X pollination block New Phase 1-Sendusu,Tereza_14_Phase1_R18C2,Tereza,1,TMB2X5265-1,17-5265-1_R8C8_plot113,2019-01-18,,2019-04-16,2019-04-25,0,,,,,,Sendusu
SE201901_(162727C1/132566),3X pollination block New Phase 1-Sendusu,Entukura_14_Phase1_R4C18,Entukura,1,8075-7,17-8075-7_R1C2_plot2,2018-10-19,,,,,,,,,,Sendusu
SE201901_(162755C1/132649),3X pollination block New Phase 1-Sendusu,Enzirabahima_14_Phase1_R25C5,ITC1354,1,9128-3,17-9128-3_R4C11_plot56,2018-11-14,,,,,,,,,,Sendusu
SE201901_(162758C1/132709),3X pollination block New Phase 1-Sendusu,Tereza_14_Phase1_R17C17,Tereza,1,SH3217,17-SH3217_R14C1_plot196,2019-01-17,5.0,2019-04-19,2019-05-02,1,0,2019-05-06,0,,,Sendusu
SE201901_(162776C1/132696),3X pollination block New Phase 1-Sendusu,Entukura_14_Phase1_R4C2,Entukura,1,8075-7,17-8075-7_R1C3_plot3,2019-01-05,5.0,,,,,,,,,Sendusu
SE201901_(162786C1/132635),3X pollination block New Phase 1-Sendusu,Enzirabahima_14_Phase1_R27C17,ITC1354,1,7197-2,17-7197-2_R12C2_plot167,2019-01-14,5.0,2019-04-04,2019-04-25,19,12,2019-04-26,12,1.0,2019-05-21,Sendusu
SE201901_(162799C1/132348),3X pollination block New Phase 1-Sendusu,Nakasabira_14_Phase1_R33C6,Nakasabira,1,7197-2,17-7197-2_R11C3_plot153,2019-01-15,,2019-04-19,2019-05-02,0,,,,,,Sendusu
SE201901_(162814C1/132379),3X pollination block New Phase 1-Sendusu,Tereza_14_Phase1_R18C11,Tereza,1,9128-3,17-9128-3_R4C4_plot49,2019-01-17,5.0,2019-04-16,2019-05-02,0,,,,,,Sendusu
SE201901_(162861C1/132505),3X pollination block New Phase 1-Sendusu,Nakasabira_14_Phase1_R32C10,Nakasabira,1,SH3217,17-SH3217_R13C3_plot183,2018-11-14,,2019-02-11,2019-02-21,0,,,,,,Sendusu
SE201901_(162873C1/132635),3X pollination block New Phase 1-Sendusu,Enzirabahima_14_Phase1_R26C18,ITC1354,1,7197-2,17-7197-2_R12C2_plot167,2018-10-16,,,,,,,,,,Sendusu
SE201901_(162889C1/132625),3X pollination block New Phase 1-Sendusu,Entukura_14_Phase1_R6C4,Entukura,1,SH3362,17-SH3362_R19C7_plot277,2019-01-21,,2019-04-16,2019-05-02,3,3,2019-05-06,3,,,Sendusu
SE201901_(162921C1/132316),3X pollination block New Phase 1-Sendusu,Nfuuka_14_Phase1_R15C2,Nfuuka,1,8075-7,17-8075-7_R2C1_plot16,2019-01-17,5.0,2019-04-11,2019-05-02,1,1,2019-05-06,1,1.0,2019-05-20,Sendusu
SE201901_(162945C1/132433),3X pollination block New Phase 2-Sendusu,Entukura_14_Phase2_R6C7,Entukura,1,TMB2X5265-1,17-5265-1_R8C8_plot113,2019-01-15,,2019-04-17,2019-04-25,0,,,,,,Sendusu
SE201901_(162983C1/132425),3X pollination block New Phase 2-Sendusu,Nakyetengu_14_Phase2_R9C10,IITA-Nakyetengu,1,9128-3,17-9128-3_R5C1_plot61,2018-10-16,,2019-03-11,2019-03-28,3,3,2019-04-01,3,,,Sendusu
SE201901_(163002C1/132635),3X pollination block New Phase 2-Sendusu,Nakasabira_14_Phase2_R33C6,Nakasabira,1,7197-2,17-7197-2_R12C2_plot167,2019-01-15,4.0,2019-04-11,2019-04-25,13,11,2019-04-26,11,3.0,2019-05-30,Sendusu
SE201901_(163003C1/132625),3X pollination block New Phase 2-Sendusu,Nakasabira_14_Phase2_R31C8,Nakasabira,1,SH3362,17-SH3362_R19C7_plot277,2018-11-14,,2019-02-11,2019-02-21,2,1,2019-04-11,1,,,Sendusu
SE201901_(163020C1/132512),3X pollination block New Phase 2-Sendusu,Nakasabira_14_Phase2_R32C3,Nakasabira,1,7197-2,17-7197-2_R12C4_plot169,2018-10-31,,,,,,,,,,Sendusu
SE201901_(163058C1/132381),3X pollination block New Phase 2-Sendusu,Tereza_14_Phase2_R16C9,Tereza,1,8075-7,17-8075-7_R2C9_plot24,2019-01-19,,,,,,,,,,Sendusu
SE201901_(163080C1/132576),3X pollination block New Phase 2-Sendusu,Tereza_14_Phase2_R16C1,Tereza,1,SH3362,17-SH3362_R18C13_plot268,2019-01-18,4.0,,,,,,,,,Sendusu
SE201901_(163108C1/132505),3X pollination block New Phase 2-Sendusu,Nfuuka_14_Phase2_R13C10,Nfuuka,1,SH3217,17-SH3217_R13C3_plot183,2018-10-31,,2019-07-09,2019-07-18,0,,,,,,Sendusu
SE201901_(163145C1/132624),3X pollination block New Phase 2-Sendusu,Entukura_14_Phase2_R6C2,Entukura,1,TMB2X5265-1,17-5265-1_R8C3_plot108,2019-01-18,4.0,2019-04-11,2019-04-25,0,,,,,,Sendusu
SE201901_(163161C1/132624),3X pollination block New Phase 2-Sendusu,Entukura_14_Phase2_R4C9,Entukura,1,TMB2X5265-1,17-5265-1_R8C3_plot108,2018-10-31,,,,,,,,,,Sendusu
SE201901_(163203C1/132696),3X pollination block New Phase 3-Sendusu,Entukura_16_Phase3_R5C1,Entukura,1,8075-7,17-8075-7_R1C3_plot3,2019-01-19,,2019-04-16,2019-04-25,0,,,,,,Sendusu
SE201901_(163237C1/132548),3X pollination block New Phase 3-Sendusu,Kazirakwe_16_Phase3_R28C6,ITC1355,1,9128-3,17-9128-3_R5C5_plot65,2019-01-08,,2019-03-26,2019-04-11,0,,,,,,Sendusu
SE201901_(163254C1/132441),3X pollination block New Phase 3-Sendusu,Nakyetengu_16_Phase3_R8C9,IITA-Nakyetengu,1,TMB2X5265-1,17-5265-1_R8C2_plot107,2018-10-23,,,,,,,,,,Sendusu
SE201901_(163293C1/132640),3X pollination block New Phase 3-Sendusu,Entukura_16_Phase3_R6C6,Entukura,1,TMB2X5265-1,17-5265-1_R9C3_plot123,2019-01-14,,2019-04-11,2019-04-25,2,2,2019-04-26,2,,,Sendusu
SE201902_(162353C1/132410),2016 New 4x Female parents Sendusu,29275S-1_14_R8P1,29275S-1,1,8075-7,17-8075-7_R1C5_plot5,2019-02-15,,2019-06-10,2019-06-20,11,7,2019-06-25,7,,,Sendusu
SE201902_(162368C1/132466),2016 New 4x Female parents Sendusu,25974S-17_14_R4P1,25974S-17,1,8075-7,17-8075-7_R1C1_plot1,2019-02-14,,2019-07-09,2019-07-18,22,15,2019-07-24,15,1.0,2019-08-26,Sendusu
SE201902_(162371C1/132494),2016 New 4x Female parents Sendusu,29275S-1_14_R8P8,29275S-1,1,7197-2,17-7197-2_R11C8_plot158,2019-02-14,,2019-05-24,2019-06-06,28,15,2019-06-12,15,,,Sendusu
SE201902_(162421C1/132608),2016 New 4x Female parents Sendusu,29275S-1_14_R7P3,29275S-1,1,8075-7,17-8075-7_R3C3_plot33,2019-02-14,,2019-06-05,2019-06-13,83,51,2019-06-20,51,27.0,2019-07-08,Sendusu
SE201902_(162427C1/132325),2016 New 4x Female parents Sendusu,29275S-1_14_R8P2,29275S-1,1,10969S-1,17-10969s-1_R22C1_plot316,2019-02-20,,2019-06-13,2019-06-20,0,,,,,,Sendusu
SE201902_(162449C1/132494),2016 New 4x Female parents Sendusu,29275S-4_14_R2P2,29275S-4,1,7197-2,17-7197-2_R11C8_plot158,2019-02-15,,2019-06-17,2019-06-27,56,39,2019-07-01,39,12.0,2019-07-23,Sendusu
SE201902_(162450C1/132447),2016 New 4x Female parents Sendusu,25974S-17_14_R5P1,25974S-17,1,8075-7,17-8075-7_R3C9_plot39,2019-02-08,,2019-06-20,2019-07-04,99,61,2019-07-12,61,22.0,2019-08-07,Sendusu
SE201902_(162514C1/132522),3X pollination block New Phase 1-Sendusu,Nakyetengu_14_Phase1_R7C3,IITA-Nakyetengu,1,TMB2X5265-1,17-5265-1_R9C5_plot125,2019-02-19,,2019-05-30,2019-06-13,0,,,,,,Sendusu
SE201902_(162565C1/132361),3X pollination block New Phase 1-Sendusu,Enzirabahima_14_Phase1_R25C3,ITC1354,1,7197-2,17-7197-2_R10C4_plot139,2019-02-12,4.0,2019-05-24,2019-05-30,0,,,,,,Sendusu
SE201902_(162579C1/132594),3X pollination block New Phase 1-Sendusu,Entukura_14_Phase1_R5C6,Entukura,1,TMB2X5265-1,17-5265-1_R9C6_plot126,2019-02-12,4.0,,,,,,,,,Sendusu
SE201902_(162592C1/132708),3X pollination block New Phase 1-Sendusu,Entukura_14_Phase1_R5C5,Entukura,1,7197-2,17-7197-2_R11C14_plot164,2019-02-09,4.0,2019-05-24,2019-05-30,21,14,2019-06-05,14,,,Sendusu
SE201902_(162601C1/132441),3X pollination block New Phase 1-Sendusu,Kazirakwe_14_Phase1_R30C7,ITC1355,1,TMB2X5265-1,17-5265-1_R8C2_plot107,2019-02-14,2.0,2019-05-19,2019-05-23,5,5,2019-05-29,5,,,Sendusu
SE201902_(162609C1/132640),3X pollination block New Phase 1-Sendusu,Entukura_14_Phase1_R4C5,Entukura,1,TMB2X5265-1,17-5265-1_R9C3_plot123,2019-02-26,3.0,,,,,,,,,Sendusu
SE201902_(162633C1/132308),3X pollination block New Phase 1-Sendusu,Nakasabira_14_Phase1_R31C1,Nakasabira,1,SH3362,17-SH3362_R19C6_plot276,2019-02-26,3.0,2019-05-24,2019-06-06,4,3,2019-06-12,3,,,Sendusu
SE201902_(162657C1/132386),3X pollination block New Phase 1-Sendusu,Entukura_14_Phase1_R6C16,Entukura,1,TMB2X5265-1,17-5265-1_R9C11_plot131,2019-02-13,3.0,2019-05-02,2019-05-23,1,0,2019-05-29,0,,,Sendusu
SE201902_(162667C1/132466),3X pollination block New Phase 1-Sendusu,Tereza_14_Phase1_R17C8,Tereza,1,8075-7,17-8075-7_R1C1_plot1,2019-02-23,5.0,2019-05-12,2019-06-13,4,3,2019-06-20,3,,,Sendusu
SE201902_(162707C1/132507),3X pollination block New Phase 1-Sendusu,Enzirabahima_14_Phase1_R26C13,ITC1354,1,9128-3,17-9128-3_R4C6_plot51,2019-02-07,4.0,,,,,,,,,Sendusu
SE201902_(162710C1/132383),3X pollination block New Phase 1-Sendusu,Tereza_14_Phase1_R18C15,Tereza,1,7197-2,17-7197-2_R10C5_plot140,2019-02-16,,2019-05-02,2019-05-23,11,7,2019-05-29,7,1.0,2019-06-19,Sendusu
SE201902_(162713C1/132452),3X pollination block New Phase 1-Sendusu,Entukura_14_Phase1_R6C15,Entukura,1,9128-3,17-9128-3_R4C7_plot52,2019-02-09,4.0,2019-05-24,2019-05-30,1,0,2019-06-05,0,,,Sendusu
SE201902_(162720C1/132374),3X pollination block New Phase 1-Sendusu,Nfuuka_14_Phase1_R14C6,Nfuuka,1,SH3217,17-SH3217_R13C4_plot184,2019-02-09,4.0,2019-05-05,2019-05-23,6,4,2019-05-29,4,,,Sendusu
SE201902_(162730C1/132470),3X pollination block New Phase 1-Sendusu,Nfuuka_14_Phase1_R13C17,Nfuuka,1,7197-2,17-7197-2_R10C9_plot144,2019-02-12,4.0,2019-05-12,2019-05-23,9,8,2019-05-29,8,3.0,2019-06-19,Sendusu
SE201902_(162741C1/132612),3X pollination block New Phase 1-Sendusu,Entukura_14_Phase1_R5C2,Entukura,1,8075-7,17-8075-7_R2C11_plot26,2019-02-12,4.0,2019-05-12,2019-05-30,1,0,2019-06-05,0,,,Sendusu
SE201902_(162761C1/132425),3X pollination block New Phase 1-Sendusu,Nfuuka_14_Phase1_R14C12,Nfuuka,1,9128-3,17-9128-3_R5C1_plot61,2018-10-18,,,,,,,,,,Sendusu
