PlantletID,Weaning_2_Date,Number,Location
SE202001_(162405C2/132466)_64,2021-02-11,3.0,Sendusu
SE202002_(163132C2/132396)_3,2021-02-11,3.0,Sendusu
SE201912_(162377C2/132566)_70,2021-02-11,4.0,Sendusu
SE202002_(162353C2/132316)_8,2021-02-11,4.0,Sendusu
SE201912_(163016C2/132651)_1,2021-02-11,4.0,Sendusu
SE202002_(162713C2/132467)_1,2021-02-11,4.0,Sendusu
SE202001_(162405C2/132466)_86,2021-02-11,3.0,Sendusu
SE201912_(162397C1/132554)_5,2021-02-11,3.0,Sendusu
SE201912_(163080C2/132554)_3,2021-02-11,3.0,Sendusu
SE202002_(162494C2/132554)_5,2021-02-11,5.0,Sendusu
SE202001_(162419C2/132699)_11,2021-02-11,5.0,Sendusu
SE201912_(162377C2/132566)_12,2021-02-11,4.0,Sendusu
SE202004_(162381C2/132703)_16,2021-02-11,2.0,Sendusu
SE202002_(162430C2/132434)_8,2021-02-11,4.0,Sendusu
SE202002_(162494C2/132316)_1,2021-02-11,4.0,Sendusu
SE202002_(162430C2/132434)_11,2021-02-23,3.0,Sendusu
SE202001_(162405C2/132466)_54,2021-02-23,3.0,Sendusu
SE202002_(162494C2/132554)_1,2021-02-23,3.0,Sendusu
SE201912_(162377C2/132566)_24,2021-02-23,2.0,Sendusu
SE202006_(162372C2/132496)_18,2021-02-23,3.0,Sendusu
SE201902_(162368C1/132466)_1,2021-02-23,1.0,Sendusu
SE202002_(162431C2/132316)_17,2020-11-30,3.0,Sendusu
SE202002_(162430C2/132434)_71,2021-03-01,3.0,Sendusu
SE201910_(162369C1/132696)_2,2021-03-01,3.0,Sendusu
SE201911_(163107C2/132503)_1,2021-02-11,2.0,Sendusu
SE201911_(162350C1/132348)_16,2020-11-30,1.0,Sendusu
SE202002_(162431C2/132316)_7,2021-03-01,1.0,Sendusu
SE201912_(162377C2/132566)_31,2020-11-30,2.0,Sendusu
SE202001_(162419C2/132699)_9,2020-11-30,2.0,Sendusu
SE201912_(162377C2/132566)_39,2020-11-30,2.0,Sendusu
SE202007_(162441C2/132316)_28,2021-04-15,3.0,Sendusu
SE202006_(162381C2/132331)_3,2021-04-15,2.0,Sendusu
SE201912_(162377C2/132566)_40,2021-04-15,2.0,Sendusu
SE202001_(162405C2/132466)_33,2021-04-15,3.0,Sendusu
SE202002_(162353C2/132316)_3,2021-04-15,3.0,Sendusu
SE202006_(162372C2/132496)_16,2021-04-15,2.0,Sendusu
SE202001_(162405C2/132466)_12,2021-04-15,3.0,Sendusu
SE202006_(162381C2/132331)_20,2021-04-15,4.0,Sendusu
SE202007_(162486C2/132494)_1,2021-04-15,3.0,Sendusu
SE202007_(162414C2/132537)_24,2021-04-15,4.0,Sendusu
SE201912_(162377C2/132566)_25,2021-04-15,3.0,Sendusu
SE201912_(162377C2/132566)_3,2021-04-15,2.0,Sendusu
SE202002_(162430C2/132434)_35,2021-04-15,2.0,Sendusu
SE202006_(162490C2/132608)_50,2021-04-15,4.0,Sendusu
SE202001_(162405C2/132466)_20,2021-04-15,3.0,Sendusu
SE202007_(162414C2/132537)_42,2021-04-15,3.0,Sendusu
SE202002_(162353C2/132316)_35,2021-04-15,4.0,Sendusu
SE202002_(162353C2/132316)_2,2021-04-15,4.0,Sendusu
SE202002_(163132C2/132396)_2,2021-04-15,2.0,Sendusu
SE202008_(162361C2/132537)_4,2021-04-15,3.0,Sendusu
SE202006_(162490C2/132608)_43,2021-04-15,4.0,Sendusu
SE202007_(162414C2/132537)_45,2021-04-15,4.0,Sendusu
SE202007_(162486C2/132494)_2,2021-04-15,2.0,Sendusu
SE201912_(162422C2/132651)_13,2021-04-15,2.0,Sendusu
SE202007_(162414C2/132537)_46,2021-04-15,4.0,Sendusu
SE202007_(162485C2/132668)_20,2021-04-15,3.0,Sendusu
SE202006_(162381C2/132331)_16,2021-04-15,2.0,Sendusu
SE202006_(162381C2/132331)_27,2021-04-15,4.0,Sendusu
SE201910_(162370C1/132348)_18,2021-04-15,2.0,Sendusu
SE202007_(162441C2/132316)_15,2021-04-15,3.0,Sendusu
SE202006_(162365C2/132392)_8,2021-04-15,2.0,Sendusu
SE202007_(162461C2/132664)_6,2021-04-15,2.0,Sendusu
SE202007_(162414C2/132537)_54,2021-04-15,3.0,Sendusu
SE202007_(162373C2/132316)_25,2021-04-15,2.0,Sendusu
SE202001_(162405C2/132466)_38,2021-04-15,2.0,Sendusu
SE202007_(162485C2/132668)_27,2021-04-15,4.0,Sendusu
SE202007_(162414C2/132537)_44,2021-04-15,1.0,Sendusu
SE202006_(162490C2/132608)_27,2021-04-15,3.0,Sendusu
SE201910_(162373C2/132684)_84,2021-04-15,2.0,Sendusu
SE202006_(162381C2/132331)_25,2021-04-15,4.0,Sendusu
SE202001_(162405C2/132466)_18,2021-04-15,4.0,Sendusu
SE202002_(162353C2/132316)_13,2021-04-15,4.0,Sendusu
SE202006_(162490C2/132608)_33,2021-04-15,4.0,Sendusu
SE202007_(162373C2/132316)_33,2021-04-15,4.0,Sendusu
SE201907_(162452C1/132533)_2,2021-04-15,4.0,Sendusu
SE201910_(162882C1/132609)_2,2021-04-15,3.0,Sendusu
SE202007_(162414C2/132537)_18,2021-04-15,3.0,Sendusu
SE202006_(162365C2/132392)_9,2021-04-15,3.0,Sendusu
SE202001_(162405C2/132466)_48,2021-04-15,2.0,Sendusu
SE202007_(162485C2/132668)_1,2021-04-15,2.0,Sendusu
SE202002_(162353C2/132316)_10,2021-04-15,3.0,Sendusu
SE201910_(162361C1/132696)_2,2021-04-15,3.0,Sendusu
SE202002_(162430C2/132434)_27,2021-04-15,2.0,Sendusu
SE202007_(162373C2/132316)_7,2021-04-15,3.0,Sendusu
SE202006_(162381C2/132331)_15,2021-04-15,4.0,Sendusu
SE202006_(163107C2/132419)_4,2021-04-15,4.0,Sendusu
SE202004_(162381C2/132703)_19,2021-04-15,3.0,Sendusu
SE201910_(162441C1/132696)_16,2021-04-15,2.0,Sendusu
SE202006_(162379C2/132410)_11,2021-04-15,3.0,Sendusu
SE201903_(162357C1/132383)_20,2021-04-15,1.0,Sendusu
SE201910_(163157C1/132686)_1,2021-04-15,2.0,Sendusu
SE201912_(162377C2/132566)_47,2021-04-14,2.0,Sendusu
SE202007_(162373C2/132316)_1,2021-04-14,3.0,Sendusu
SE202004_(162381C2/132703)_25,2021-04-14,4.0,Sendusu
SE202007_(162373C2/132316)_26,2021-04-14,4.0,Sendusu
SE201912_(163338C2/132623)_12,2021-04-14,4.0,Sendusu
SE202004_(162381C2/132703)_11,2021-04-14,4.0,Sendusu
SE202006_(162387C1/132494)_2,2021-04-14,4.0,Sendusu
SE202006_(162365C2/132392)_1,2021-04-14,4.0,Sendusu
SE202007_(162414C2/132537)_26,2021-04-14,4.0,Sendusu
SE202002_(162431C2/132316)_2,2021-04-14,3.0,Sendusu
SE202005_(162687C2/132549)_2,2021-04-14,2.0,Sendusu
SE202001_(162405C2/132466)_8,2021-04-14,3.0,Sendusu
SE202007_(162441C2/132316)_10,2021-04-14,2.0,Sendusu
SE202008_(162361C2/132537)_1,2021-04-14,4.0,Sendusu
SE201910_(162373C2/132684)_16,2021-04-14,3.0,Sendusu
SE201910_(162373C2/132684)_55,2021-04-14,2.0,Sendusu
SE201911_(162423C1/132696)_9,2021-04-14,3.0,Sendusu
SE202007_(162373C2/132316)_30,2021-04-14,3.0,Sendusu
SE202007_(162485C2/132668)_11,2021-04-14,4.0,Sendusu
SE202002_(162430C2/132434)_42,2021-04-14,3.0,Sendusu
SE202007_(162441C2/132316)_13,2021-04-14,4.0,Sendusu
SE202001_(162405C2/132466)_39,2021-04-14,3.0,Sendusu
SE202002_(162353C2/132316)_5,2021-04-14,4.0,Sendusu
SE202007_(162414C2/132537)_85,2021-04-14,4.0,Sendusu
SE202003_(163053C2/132674)_2,2021-04-13,3.0,Sendusu
SE202004_(162381C2/132703)_12,2021-04-13,4.0,Sendusu
SE202006_(162371C2/132412)_3,2021-04-13,1.0,Sendusu
SE202001_(162459C2/132466)_4,2021-04-13,3.0,Sendusu
SE202006_(162490C2/132608)_26,2021-04-13,4.0,Sendusu
SE202004_(162381C2/132703)_21,2021-04-13,3.0,Sendusu
SE202007_(162496C2/132706)_7,2021-04-13,2.0,Sendusu
SE202007_(162485C2/132668)_8,2021-04-13,3.0,Sendusu
SE201912_(162377C2/132566)_46,2021-04-13,2.0,Sendusu
SE202006_(162365C2/132392)_18,2021-04-13,3.0,Sendusu
SE202001_(162405C2/132466)_19,2021-04-13,4.0,Sendusu
SE202005_(162687C2/132549)_5,2021-04-13,4.0,Sendusu
SE202007_(162485C2/132668)_17,2021-04-13,2.0,Sendusu
SE202004_(162381C2/132703)_23,2021-04-13,3.0,Sendusu
SE202006_(162490C2/132608)_44,2021-04-13,2.0,Sendusu
SE202006_(162387C1/132494)_8,2021-04-13,2.0,Sendusu
SE201910_(162370C1/132348)_4,2021-04-13,1.0,Sendusu
SE201904_(162485C1/132614)_8,2021-04-13,3.0,Sendusu
SE202007_(162414C2/132537)_50,2021-04-13,2.0,Sendusu
SE202001_(162405C2/132466)_13,2021-04-13,2.0,Sendusu
SE201905_(162431C1/132332)_110,2021-04-13,3.0,Sendusu
SE202005_(162741C2/132366)_2,2021-04-13,4.0,Sendusu
SE202006_(162365C2/132392)_25,2021-04-13,3.0,Sendusu
SE202006_(162490C2/132608)_32,2021-04-13,2.0,Sendusu
SE202001_(162405C2/132466)_51,2021-04-13,3.0,Sendusu
SE202004_(162381C2/132703)_10,2021-04-13,2.0,Sendusu
SE202005_(162972C2/132554)_2,2021-04-13,4.0,Sendusu
SE202004_(162381C2/132703)_22,2021-04-13,4.0,Sendusu
SE202002_(162430C2/132434)_3,2021-04-13,3.0,Sendusu
SE201908_(162485C2/132696)_12,2021-04-13,4.0,Sendusu
SE201910_(163244C2/132696)_2,2021-04-13,2.0,Sendusu
SE202007_(162441C2/132316)_26,2021-04-13,1.0,Sendusu
SE202001_(162405C2/132466)_10,2021-04-13,2.0,Sendusu
SE201912_(162422C2/132651)_11,2021-04-13,4.0,Sendusu
SE202006_(162490C2/132608)_13,2021-04-13,2.0,Sendusu
SE202006_(162365C2/132392)_12,2021-04-13,4.0,Sendusu
SE202001_(162405C2/132466)_80,2021-04-13,4.0,Sendusu
SE202006_(162490C2/132608)_34,2021-04-14,2.0,Sendusu
SE202006_(162372C2/132496)_5,2021-04-14,4.0,Sendusu
SE202006_(162579C2/132310)_5,2021-04-14,2.0,Sendusu
SE202005_(162687C2/132549)_6,2021-04-14,4.0,Sendusu
SE202006_(162490C2/132608)_18,2021-04-14,4.0,Sendusu
SE202006_(163274C2/132676)_4,2021-04-14,4.0,Sendusu
SE202008_(162361C2/132537)_10,2021-04-14,4.0,Sendusu
SE202001_(162405C2/132466)_23,2021-04-14,4.0,Sendusu
SE201912_(162377C2/132566)_64,2021-04-14,4.0,Sendusu
SE202006_(162372C2/132496)_6,2021-04-14,4.0,Sendusu
SE202006_(162490C2/132608)_17,2021-04-14,4.0,Sendusu
SE202001_(162405C2/132466)_77,2021-04-14,2.0,Sendusu
SE201904_(162377C1/132361)_23,2021-04-14,3.0,Sendusu
SE202007_(162414C2/132537)_78,2021-04-14,4.0,Sendusu
SE202006_(162490C2/132608)_42,2021-04-14,2.0,Sendusu
SE201912_(162422C2/132651)_8,2021-04-14,4.0,Sendusu
SE202007_(162414C2/132537)_69,2021-04-14,3.0,Sendusu
SE201912_(162422C2/132651)_4,2021-04-14,2.0,Sendusu
SE202002_(162427C2/132674)_1,2021-04-14,4.0,Sendusu
SE202001_(162405C2/132466)_30,2021-04-14,4.0,Sendusu
SE202002_(162353C2/132316)_34,2021-04-14,4.0,Sendusu
SE202004_(162381C2/132703)_57,2021-04-14,3.0,Sendusu
SE202007_(162373C2/132316)_35,2021-04-14,4.0,Sendusu
SE202007_(162414C2/132537)_87,2021-04-14,3.0,Sendusu
SE202001_(162405C2/132466)_28,2021-04-14,2.0,Sendusu
SE202006_(162365C2/132392)_14,2021-04-14,2.0,Sendusu
SE202006_(162365C2/132392)_10,2021-04-14,4.0,Sendusu
SE201910_(162368C2/132696)_3,2021-04-14,3.0,Sendusu
SE202006_(162381C2/132331)_14,2021-04-14,3.0,Sendusu
SE201910_(162370C1/132348)_14,2021-04-14,2.0,Sendusu
SE201910_(162371C2/132696)_21,2021-04-14,2.0,Sendusu
SE201912_(162422C2/132651)_1,2021-04-14,3.0,Sendusu
SE202007_(162373C2/132316)_24,2021-04-14,3.0,Sendusu
SE202007_(162414C2/132537)_80,2021-04-14,4.0,Sendusu
SE202006_(163107C2/132419)_2,2021-04-14,4.0,Sendusu
SE201910_(162373C2/132684)_81,2021-04-14,2.0,Sendusu
SE202007_(162441C2/132316)_1,2021-04-14,2.0,Sendusu
SE202007_(162414C2/132537)_71,2021-04-14,4.0,Sendusu
SE202008_(162361C2/132537)_24,2021-04-14,4.0,Sendusu
SE202001_(162405C2/132466)_48,2021-04-14,4.0,Sendusu
SE202006_(162490C2/132608)_35,2021-04-14,3.0,Sendusu
SE202001_(162459C2/132466)_11,2021-04-14,2.0,Sendusu
SE201912_(162377C2/132566)_9,2021-04-14,4.0,Sendusu
SE202002_(162427C2/132674)_8,2021-04-14,2.0,Sendusu
SE201910_(162373C2/132684)_50,2021-04-14,2.0,Sendusu
SE202006_(162365C2/132392)_16,2021-04-14,4.0,Sendusu
SE201912_(162377C2/132566)_27,2021-04-14,2.0,Sendusu
SE202001_(162405C2/132466)_63,2021-04-12,2.0,Sendusu
SE202007_(162414C2/132537)_12,2021-04-12,3.0,Sendusu
SE202006_(162490C2/132608)_34,2021-04-12,2.0,Sendusu
SE202006_(162490C2/132608)_21,2021-04-12,3.0,Sendusu
SE201910_(162448C1/132512)_5,2021-04-12,2.0,Sendusu
SE201910_(162373C2/132684)_66,2021-04-12,4.0,Sendusu
SE202004_(162381C2/132703)_20,2021-04-12,2.0,Sendusu
SE201912_(163338C2/132623)_3,2021-04-12,1.0,Sendusu
SE202007_(162373C2/132316)_15,2021-04-12,3.0,Sendusu
SE202006_(162490C2/132608)_41,2021-04-12,4.0,Sendusu
SE202004_(162381C2/132703)_2,2021-04-12,2.0,Sendusu
SE201912_(162422C2/132651)_18,2021-04-12,4.0,Sendusu
SE202007_(162373C2/132316)_16,2021-04-12,3.0,Sendusu
SE202006_(162379C2/132410)_13,2021-04-12,2.0,Sendusu
SE202006_(162490C2/132608)_39,2021-04-12,2.0,Sendusu
SE202007_(163063C2/132348)_1,2021-04-12,2.0,Sendusu
SE202007_(162414C2/132537)_64,2021-04-12,4.0,Sendusu
SE202007_(162485C2/132668)_2,2021-04-12,2.0,Sendusu
SE201910_(162496C2/132696)_3,2021-04-12,2.0,Sendusu
SE202001_(162405C2/132466)_43,2021-04-12,2.0,Sendusu
SE201912_(162377C2/132566)_69,2021-04-12,4.0,Sendusu
SE201912_(162377C2/132566)_52,2021-04-12,4.0,Sendusu
SE202007_(162414C2/132537)_57,2021-04-12,3.0,Sendusu
SE202004_(162381C2/132703)_14,2021-04-12,4.0,Sendusu
SE201910_(162371C2/132696)_20,2021-04-12,2.0,Sendusu
SE202007_(162414C2/132537)_75,2021-04-12,3.0,Sendusu
SE201910_(162373C2/132684)_83,2021-04-12,2.0,Sendusu
SE202006_(162579C2/132310)_12,2021-04-12,1.0,Sendusu
SE202004_(162381C2/132703)_1,2021-04-12,4.0,Sendusu
SE201912_(162377C2/132566)_15,2021-04-12,4.0,Sendusu
SE202006_(162365C2/132392)_21,2021-04-12,4.0,Sendusu
