Crossnumber,TrialName,FemalePlotName,Mother,Cycle,Father,MalePlotName,First_Pollination_Date,Number_of_Repeats,Bunch_Harvest_Date,Seed_Extraction_Date,Total_Seeds,Good_Seeds,Embryo_Rescue_Date,Number_of_Embryo_Rescued,Number_of_Embryo_Germinating,Germination_Date,Location
NM202005_(190356C1/161478),2019_NM_Pollination_Block_4b,NM2018_Huti-white_block_4b_plot72,Huti-white,1,SH 3362,Males_SH3362_r10c1_plot187,2020-05-20,6.0,2020-10-30,,,,,,,,Arusha
NM202005_(190407C1/161441),2019_NM_Pollination_Block_4b,NM2018_Huti-white_block_4b_plot30,Huti-white,1,ITC0425 SH-3142,Males_ITCO425_SH3142_r7c1_plot138,2020-05-20,6.0,2020-11-06,2020-11-18,1.0,1.0,2020-12-07,1.0,1,2021-01-18,Arusha
NM202005_(190409C1/161588),2019_NM_Pollination_Block_4b,NM2018_Huti-white_block_4b_plot27,Huti-white,1,SH 3362,Males_SH3362_r10c1_plot185,2020-05-21,4.0,,,,,,,,,Arusha
NM202006_(136311C3/161554),2016 NM_Pollination block,16NM_ITC1468-Kahuti_plot11_r1c11,ITC1468,3,ITC0249 Calcutta 4,Males__ITC0249_Calcutta4_r1c1_plot1,2020-06-02,2.0,,,,,,,,,Arusha
NM202006_(136315C3/161554),2016 NM_Pollination block,16NM_ITC1468-Kahuti_plot93_r5c9,ITC1468,3,ITC0249 Calcutta 4,Males__ITC0249_Calcutta4_r1c1_plot1,2020-06-02,,,,,,,,,,Arusha
NM202006_(136330C3/161468),2016 NM_Pollination block,16NM_ITC1468-Kahuti_plot15_r1c15,ITC1468,3,ITC0609 Pahang,Males_ITC0609_Pahang_r1c11_plot14,2020-06-22,3.0,,,,,,,,,Arusha
NM202006_(136529C3/161554),2016 NM_Pollination block,16NM_ITC1468-Kahuti_plot95_r5c11,ITC1468,3,ITC0249 Calcutta 4,Males__ITC0249_Calcutta4_r1c1_plot1,2020-06-16,4.0,,,,,,,,,Arusha
NM202006_(136534C2/161584),2016 NM_Pollination block,16NM_MchareLaini_plot231_r11c21,Mchare Laini,2,ITC0609 Pahang,Males_ITC0609_Pahang_r1c11_plot13,2020-06-08,3.0,2020-10-19,2020-11-17,80.0,72.0,2020-12-07,72.0,48,2021-01-18,Arusha
NM202006_(136543C2/161554),2016 NM_Pollination block,16NM_ITC1455-MchareMlelembo_plot397_r19c19,ITC1455-Mchare Mlelembo,2,ITC0249 Calcutta 4,Males__ITC0249_Calcutta4_r1c1_plot1,2020-06-08,3.0,,,,,,,,,Arusha
NM202006_(136636C3/161541),2016 NM_Pollination block,16NM_ITC1468-Kahuti_plot10_r1c10,ITC1468,3,ITC0609 Pahang,Males_ITC0609_Pahang_r1c11_plot12,2020-06-02,2.0,2020-11-17,,,,,,,,Arusha
NM202006_(136705C3/161541),2016 NM_Pollination block,16NM_ITC1468-Kahuti_plot105_r5c21,ITC1468,3,ITC0609 Pahang,Males_ITC0609_Pahang_r1c11_plot12,2020-06-02,2.0,,,,,,,,,Arusha
NM202006_(136717C3/161551),2016 NM_Pollination block,16NM_ITC1460-IjihuInkundu_plot356_r17c20,ITC1460,3,SH 3362,Males_SH3362_r10c1_plot188,2020-06-04,3.0,,,,,,,,,Arusha
NM202006_(152513C2/161468),NM_Mcharepollinationblock2,16NM_Huti-white_plot64r4c21,Huti-white,2,ITC0609 Pahang,Males_ITC0609_Pahang_r1c11_plot14,2020-06-09,8.0,,,,,,,,,Arusha
NM202006_(152545C1/161433),NM_Mcharepollinationblock2,16NM_Huti-white_plot381r19c3,Huti-white,1,ITC0609 Pahang,Males_ITC0609_Pahang_r1c11_plot11,2020-06-08,,,,,,,,,,Arusha
NM202006_(152612C2/161414),NM_Mcharepollinationblock2,16NM_Huti-white_plot672r32c1,Huti-white,2,ITC0609 Pahang,Males_ITC0609_Pahang_r1c11_plot16,2020-06-09,7.0,2020-11-12,2020-12-03,1.0,1.0,2020-12-07,1.0,1,2021-01-18,Arusha
NM202006_(152644C2/161536),NM_Mcharepollinationblock2,16NM_Huti-white_plot545r26c2,Huti-white,2,ITC0425 SH-3142,Males_ITCO425_SH3142_r7c1_plot123,2020-06-02,,,,,,,,,,Arusha
NM202006_(152644C2/161576),NM_Mcharepollinationblock2,16NM_Huti-white_plot545r26c2,Huti-white,2,ITC0425 SH-3142,Males_ITCO425_SH3142_r7c1_plot130,2020-06-04,3.0,2020-11-23,,,,,,,,Arusha
NM202006_(152689C2/161554),NM_Mcharepollinationblock2,16NM_Huti-white_plot359r18c20,Huti-white,2,ITC0249 Calcutta 4,Males__ITC0249_Calcutta4_r1c1_plot1,2020-06-02,3.0,2020-11-26,2020-12-17,3.0,,,,,,Arusha
NM202006_(152746C2/161536),NM_Mcharepollinationblock2,16NM_Huti-white_plot192r10c19,Huti-white,2,ITC0425 SH-3142,Males_ITCO425_SH3142_r7c1_plot123,2020-06-02,5.0,2020-11-26,,,,,,,,Arusha
NM202006_(152985C2/161554),NM_Mcharepollinationblock2,16NM_Huti-white_plot317r16c20,Huti-white,2,ITC0249 Calcutta 4,Males__ITC0249_Calcutta4_r1c1_plot1,2020-06-15,5.0,2020-12-21,2021-01-04,8.0,5.0,2021-01-18,5.0,,,Arusha
NM202006_(152994C2/161541),NM_Mcharepollinationblock2,16NM_Huti-white_plot398r19c20,Huti-white,2,ITC0609 Pahang,Males_ITC0609_Pahang_r1c11_plot12,2020-06-02,3.0,2020-11-26,2020-12-17,13.0,8.0,2021-01-18,8.0,2,2021-02-08,Arusha
NM202006_(153014C2/161554),NM_Mcharepollinationblock2,16NM_Huti-white_plot313r15c19,Huti-white,2,ITC0249 Calcutta 4,Males__ITC0249_Calcutta4_r1c1_plot1,2020-06-02,5.0,2020-12-21,,,,,,,,Arusha
NM202006_(153028C2/161541),NM_Mcharepollinationblock2,16NM_Huti-white_plot106r6c21,Huti-white,2,ITC0609 Pahang,Males_ITC0609_Pahang_r1c11_plot12,2020-06-02,2.0,2020-11-26,2021-03-02,12.0,9.0,2021-03-15,9.0,6,2021-03-30,Arusha
NM202006_(153038C2/161433),NM_Mcharepollinationblock2,16NM_Huti-white_plot86r5c2,Huti-white,2,ITC0609 Pahang,Males_ITC0609_Pahang_r1c11_plot11,2020-06-15,4.0,2020-11-30,2020-12-17,13.0,10.0,2021-01-18,10.0,7,2021-02-08,Arusha
NM202006_(190208C1/161461),2019_NM_Pollination_Block_4b,NM2018_Huti-white_block_4b_plot210,Huti-white,1,ITC0609 Pahang,Males_ITC0609_Pahang_r1c11_plot17,2020-06-04,5.0,,,,,,,,,Arusha
NM202006_(190209C1/161548),2019_NM_Pollination_Block_4b,NM2018_Huti-white_block_4b_plot149,Huti-white,1,ITC0609 Pahang,Males_ITC0609_Pahang_r1c11_plot19,2020-06-26,6.0,2020-11-20,2020-12-17,8.0,6.0,2021-01-18,6.0,5,2021-02-08,Arusha
NM202006_(190220C1/161588),2019_NM_Pollination_Block_4b,NM2018_Huti-white_block_4b_plot89,Huti-white,1,SH 3362,Males_SH3362_r10c1_plot185,2020-06-08,3.0,,,,,,,,,Arusha
NM202006_(190222C1/161554),2019_NM_Pollination_Block_4b,NM2018_Huti-white_block_4b_plot193,Huti-white,1,ITC0249 Calcutta 4,Males__ITC0249_Calcutta4_r1c1_plot1,2020-06-02,2.0,,,,,,,,,Arusha
NM202006_(190238C1/161413),2019_NM_Pollination_Block_4b,NM2018_Huti-white_block_4b_plot183,Huti-white,1,ITC0425 SH-3142,Males_ITCO425_SH3142_r7c1_plot125,2020-06-18,,2020-11-20,2020-12-03,17.0,12.0,2021-01-18,12.0,6,2021-02-08,Arusha
NM202006_(190244C2/161447),2019_NM_Pollination_Block_4b,NM2018_Huti-white_block_4b_plot225,Huti-white,2,ITC0425 SH-3142,Males_ITCO425_SH3142_r7c1_plot137,2020-06-09,3.0,2020-11-06,2020-11-18,6.0,2.0,2020-12-07,2.0,2,2021-01-18,Arusha
NM202006_(190299C2/161536),2019_NM_Pollination_Block_4b,NM2018_Huti-white_block_4b_plot224,Huti-white,2,ITC0425 SH-3142,Males_ITCO425_SH3142_r7c1_plot123,2020-06-29,2.0,,,,,,,,,Arusha
NM202006_(190314C1/161586),2019_NM_Pollination_Block_4b,NM2018_Huti-white_block_4b_plot33,Huti-white,1,ITC0249 Calcutta 4,Males__ITC0249_Calcutta4_r1c1_plot6,2020-06-22,1.0,2020-11-20,2020-12-03,7.0,0.0,2021-01-18,0.0,,,Arusha
NM202006_(190357C1/161567),2019_NM_Pollination_Block_4b,NM2018_Huti-white_block_4b_plot194,Huti-white,1,ITC0425 SH-3142,Males_ITCO425_SH3142_r7c1_plot134,2020-06-11,3.0,2020-11-12,2020-12-03,14.0,10.0,2020-12-07,10.0,2,2021-01-18,Arusha
NM202006_(190380C1/161461),2019_NM_Pollination_Block_4b,NM2018_Huti-white_block_4b_plot97,Huti-white,1,ITC0609 Pahang,Males_ITC0609_Pahang_r1c11_plot17,2020-06-04,5.0,2020-11-12,2020-11-17,35.0,32.0,2020-12-07,32.0,19,2021-01-18,Arusha
NM202006_(190385C1/161554),2019_NM_Pollination_Block_4b,NM2018_Huti-white_block_4b_plot148,Huti-white,1,ITC0249 Calcutta 4,Males__ITC0249_Calcutta4_r1c1_plot1,2020-06-26,5.0,,,,,,,,,Arusha
NM202006_(190390C1/161554),2019_NM_Pollination_Block_4b,NM2018_Huti-white_block_4b_plot145,Huti-white,1,ITC0249 Calcutta 4,Males__ITC0249_Calcutta4_r1c1_plot1,2020-06-02,2.0,2020-11-12,,,,,,,,Arusha
NM202006_(190398C1/161446),2019_NM_Pollination_Block_4b,NM2018_Huti-white_block_4b_plot36,Huti-white,1,ITC0609 Pahang,Males_ITC0609_Pahang_r1c11_plot15,2020-06-25,1.0,,,,,,,,,Arusha
NM202006_(190410C1/161461),2019_NM_Pollination_Block_4b,NM2018_Huti-white_block_4b_plot38,Huti-white,1,ITC0609 Pahang,Males_ITC0609_Pahang_r1c11_plot17,2020-06-04,1.0,,,,,,,,,Arusha
NM202006_(190441C1/161586),2019_NM_Pollination_Block_4b,NM2018_Huti-white_block_4b_plot136,Huti-white,1,ITC0249 Calcutta 4,Males__ITC0249_Calcutta4_r1c1_plot6,2020-06-09,5.0,2020-10-30,2020-11-17,10.0,8.0,2020-12-07,8.0,5,2021-01-18,Arusha
NM202006_(190465C2/161413),2018_Pollination_Block4_NM,NM2018_ITC1468-kahuti_block_4_1085,ITC1468-kahuti,2,ITC0425 SH-3142,Males_ITCO425_SH3142_r7c1_plot125,2020-06-17,3.0,2020-10-30,,,,,,,,Arusha
NM202006_(190659C1/161412),2018_Pollination_Block4_NM,NM2018_ITC1468-kahuti_block_4_1126,ITC1468-kahuti,1,ITC0609 Pahang,Males_ITC0609_Pahang_r1c11_plot18,2020-06-22,1.0,2020-11-17,,,,,,,,Arusha
NM202006_(191133C1/161586),2018_Pollination_Block4_NM,NM2018_ITC1468-kahuti_block_4_1112,ITC1468-kahuti,1,ITC0249 Calcutta 4,Males__ITC0249_Calcutta4_r1c1_plot6,2020-06-22,1.0,2020-08-06,,,,,,,,Arusha
NM202007_(136549C3/161433),2016 NM_Pollination block,16NM_ITC1468-Kahuti_plot65_r4c20,ITC1468,3,ITC0609 Pahang,Males_ITC0609_Pahang_r1c11_plot11,2020-07-09,,2021-01-07,,,,,,,,Arusha
NM202007_(136643C3/161433),2016 NM_Pollination block,16NM_Huti-white_plot167_r8c2,Huti-white,3,ITC0609 Pahang,Males_ITC0609_Pahang_r1c11_plot11,2020-07-06,,2020-11-23,2020-12-17,61.0,52.0,2021-01-18,52.0,18,2021-02-08,Arusha
NM202007_(152491C2/161522),NM_Mcharepollinationblock2,16NM_Huti-white_plot379r19c1,Huti-white,2,ITC0249 Calcutta 4,Males__ITC0249_Calcutta4_r1c1_plot10,2020-07-16,3.0,,,,,,,,,Arusha
NM202007_(152491C2/161554),NM_Mcharepollinationblock2,16NM_Huti-white_plot379r19c1,Huti-white,2,ITC0249 Calcutta 4,Males__ITC0249_Calcutta4_r1c1_plot1,2020-07-16,,2020-07-21,2021-01-18,6.0,5.0,2021-01-20,5.0,3,2021-02-08,Arusha
NM202007_(152559C2/161554),NM_Mcharepollinationblock2,16NM_Huti-white_plot42r2c1,Huti-white,2,ITC0249 Calcutta 4,Males__ITC0249_Calcutta4_r1c1_plot1,2020-07-10,,2020-11-12,,,,,,,,Arusha
NM202007_(152563C2/161433),NM_Mcharepollinationblock2,16NM_Huti-white_plot399r19c21,Huti-white,2,ITC0609 Pahang,Males_ITC0609_Pahang_r1c11_plot11,2020-07-08,1.0,2020-12-21,,,,,,,,Arusha
NM202007_(152697C2/161433),NM_Mcharepollinationblock2,16NM_Huti-white_plot232r12c21,Huti-white,2,ITC0609 Pahang,Males_ITC0609_Pahang_r1c11_plot11,2020-07-10,,2021-01-22,2021-01-27,6.0,6.0,2021-02-16,6.0,1,2021-03-30,Arusha
NM202007_(152712C2/161433),NM_Mcharepollinationblock2,16NM_Huti-white_plot610r30c21,Huti-white,2,ITC0609 Pahang,Males_ITC0609_Pahang_r1c11_plot11,2020-07-10,,2020-12-21,2021-01-05,23.0,19.0,2021-01-18,19.0,11,2021-02-08,Arusha
NM202007_(152821C2/136283),NM_Mcharepollinationblock2,16NM_Huti-white_plot649r31c19,Huti-white,2,ITC0609 Pahang,16NM_ITC0609-Pahang_plot127_r7c1,2020-07-24,1.0,2020-12-21,2021-01-05,73.0,64.0,2021-01-20,64.0,31,2021-02-08,Arusha
NM202007_(152848C2/161446),NM_Mcharepollinationblock2,16NM_Huti-white_plot465r23c3,Huti-white,2,ITC0609 Pahang,Males_ITC0609_Pahang_r1c11_plot15,2020-07-16,,,,,,,,,,Arusha
NM202007_(152848C2/161584),NM_Mcharepollinationblock2,16NM_Huti-white_plot465r23c3,Huti-white,2,ITC0609 Pahang,Males_ITC0609_Pahang_r1c11_plot13,2020-07-16,2.0,2020-12-10,2021-01-04,1.0,1.0,2021-01-18,1.0,,,Arusha
NM202007_(152961C2/161554),NM_Mcharepollinationblock2,16NM_Huti-white_plot755r36c2,Huti-white,2,ITC0249 Calcutta 4,Males__ITC0249_Calcutta4_r1c1_plot1,2020-07-10,,2020-12-21,2021-01-05,20.0,17.0,2021-01-20,17.0,8,2021-02-08,Arusha
NM202007_(152963C2/136677),NM_Mcharepollinationblock2,16NM_Huti-white_plot777r37c21,Huti-white,2,ITC0249 Calcutta 4,16NM_ITC0249-Calcutta4_plot252_r12c1,2020-07-24,2.0,2020-12-21,2021-01-05,5.0,5.0,2021-01-18,5.0,4,2021-02-08,Arusha
NM202007_(153095C2/161460),NM_Mcharepollinationblock2,16NM_Huti-white_plot336r16c1,Huti-white,2,ITC0249 Calcutta 4,Males__ITC0249_Calcutta4_r1c1_plot2,2020-07-16,,,,,,,,,,Arusha
NM202007_(153095C2/161522),NM_Mcharepollinationblock2,16NM_Huti-white_plot336r16c1,Huti-white,2,ITC0249 Calcutta 4,Males__ITC0249_Calcutta4_r1c1_plot10,2020-07-16,3.0,,,,,,,,,Arusha
NM202007_(153138C1/161554),NM_Mcharepollinationblock2,16NM_Huti-white_plot166r8c3,Huti-white,1,ITC0249 Calcutta 4,Males__ITC0249_Calcutta4_r1c1_plot1,2020-07-09,,,,,,,,,,Arusha
NM202007_(190218C2/161467),2019_NM_Pollination_Block_4b,NM2018_Huti-white_block_4b_plot232,Huti-white,2,ITC0425 SH-3142,Males_ITCO425_SH3142_r7c1_plot135,2020-07-13,3.0,2021-01-22,2021-02-09,1.0,1.0,2021-02-16,1.0,,,Arusha
NM202007_(190242C1/161554),2019_NM_Pollination_Block_4b,NM2018_Huti-white_block_4b_plot203,Huti-white,1,ITC0249 Calcutta 4,Males__ITC0249_Calcutta4_r1c1_plot1,2020-07-08,,2020-12-21,,,,,,,,Arusha
NM202007_(190243C1/161433),2019_NM_Pollination_Block_4b,NM2018_Huti-white_block_4b_plot75,Huti-white,1,ITC0609 Pahang,Males_ITC0609_Pahang_r1c11_plot11,2020-07-06,,,,,,,,,,Arusha
NM202007_(190246C1/161554),2019_NM_Pollination_Block_4b,NM2018_Huti-white_block_4b_plot192,Huti-white,1,ITC0249 Calcutta 4,Males__ITC0249_Calcutta4_r1c1_plot1,2020-07-20,4.0,2020-12-21,2021-01-05,6.0,6.0,2021-01-18,6.0,5,2021-02-08,Arusha
NM202007_(190269C1/161494),2019_NM_Pollination_Block_4b,NM2018_Huti-white_block_4b_plot81,Huti-white,1,ITC0249 Calcutta 4,Males__ITC0249_Calcutta4_r1c1_plot8,2020-07-16,4.0,,,,,,,,,Arusha
NM202007_(190275C1/161508),2019_NM_Pollination_Block_4b,NM2018_Huti-white_block_4b_plot191,Huti-white,1,SH 3217,Males_SH3217_r10c1_plot193,2020-07-13,2.0,2020-12-21,,,,,,,,Arusha
NM202007_(190325C1/161554),2019_NM_Pollination_Block_4b,NM2018_Huti-white_block_4b_plot206,Huti-white,1,ITC0249 Calcutta 4,Males__ITC0249_Calcutta4_r1c1_plot1,2020-07-01,2.0,2020-10-15,2020-12-02,102.0,57.0,2020-12-07,57.0,18,2021-01-18,Arusha
NM202007_(190343C1/161554),2019_NM_Pollination_Block_4b,NM2018_Huti-white_block_4b_plot248,Huti-white,1,ITC0249 Calcutta 4,Males__ITC0249_Calcutta4_r1c1_plot1,2020-07-27,1.0,2021-01-07,2021-01-18,52.0,45.0,2021-01-20,45.0,0,2021-02-08,Arusha
NM202007_(190368C1/161554),2019_NM_Pollination_Block_4b,NM2018_Huti-white_block_4b_plot189,Huti-white,1,ITC0249 Calcutta 4,Males__ITC0249_Calcutta4_r1c1_plot1,2020-07-01,4.0,,,,,,,,,Arusha
NM202007_(190370C1/161433),2019_NM_Pollination_Block_4b,NM2018_Huti-white_block_4b_plot24,Huti-white,1,ITC0609 Pahang,Males_ITC0609_Pahang_r1c11_plot11,2020-07-21,3.0,2020-12-21,2021-01-05,44.0,31.0,2021-01-18,31.0,20,2021-02-08,Arusha
NM202007_(190376C1/161412),2019_NM_Pollination_Block_4b,NM2018_Huti-white_block_4b_plot133,Huti-white,1,ITC0609 Pahang,Males_ITC0609_Pahang_r1c11_plot18,2020-07-16,,,,,,,,,,Arusha
NM202007_(190376C1/161541),2019_NM_Pollination_Block_4b,NM2018_Huti-white_block_4b_plot133,Huti-white,1,ITC0609 Pahang,Males_ITC0609_Pahang_r1c11_plot12,2020-07-16,4.0,2020-10-15,2020-11-17,4.0,2.0,2020-12-07,2.0,1,2021-01-18,Arusha
NM202007_(190431C1/161554),2019_NM_Pollination_Block_4b,NM2018_Huti-white_block_4b_plot245,Huti-white,1,ITC0249 Calcutta 4,Males__ITC0249_Calcutta4_r1c1_plot1,2020-07-09,5.0,,,,,,,,,Arusha
NM202007_(190452C1/161554),2019_NM_Pollination_Block_4b,NM2018_Huti-white_block_4b_plot63,Huti-white,1,ITC0249 Calcutta 4,Males__ITC0249_Calcutta4_r1c1_plot1,2020-07-22,3.0,,,,,,,,,Arusha
NM202007_(190476C2/161554),2018_Pollination_Block4_NM,NM2018_ITC1468-kahuti_block_4_1052,ITC1468-kahuti,2,ITC0249 Calcutta 4,Males__ITC0249_Calcutta4_r1c1_plot1,2020-07-08,,2020-12-21,,,,,,,,Arusha
NM202007_(190534C1/161554),2018_McharePollination_block4_NM,NM2018_Huti-white_block_4_1037,Huti-white,1,ITC0249 Calcutta 4,Males__ITC0249_Calcutta4_r1c1_plot1,2020-07-22,1.0,,,,,,,,,Arusha
NM202007_(190565C1/161413),2018_McharePollination_block4_NM,NM2018_Huti-white_block_4_1111,Huti-white,1,ITC0425 SH-3142,Males_ITCO425_SH3142_r7c1_plot125,2020-07-21,2.0,,,,,,,,,Arusha
NM202007_(190627C1/161433),2018_Pollination_Block4_NM,NM2018_ITC1468-kahuti_block_4_1117,ITC1468-kahuti,1,ITC0609 Pahang,Males_ITC0609_Pahang_r1c11_plot11,2020-07-06,,2020-12-21,,,,,,,,Arusha
NM202007_(190924C1/161541),2018_McharePollination_block4_NM,NM2018_Huti-white_block_4_1018,Huti-white,1,ITC0609 Pahang,Males_ITC0609_Pahang_r1c11_plot12,2020-07-16,,2020-08-17,,,,,,,,Arusha
NM202007_(190924C1/161584),2018_McharePollination_block4_NM,NM2018_Huti-white_block_4_1018,Huti-white,1,ITC0609 Pahang,Males_ITC0609_Pahang_r1c11_plot13,2020-07-16,3.0,2021-01-07,,,,,,,,Arusha
NM202007_(190957C2/161413),2018_Pollination_Block4_NM,NM2018_ITC1468-kahuti_block_4_1126,ITC1468-kahuti,2,ITC0425 SH-3142,Males_ITCO425_SH3142_r7c1_plot125,2020-07-27,1.0,2020-12-21,,,,,,,,Arusha
NM202008_(136306C3/161541),2016 NM_Pollination block,16NM_ITC1455-MchareMlelembo_plot395_r19c17,ITC1455-Mchare Mlelembo,3,ITC0609 Pahang,Males_ITC0609_Pahang_r1c11_plot12,2020-08-17,3.0,,,,,,,,,Arusha
NM202008_(136378C3/161554),2016 NM_Pollination block,16NM_ITC1468-Kahuti_plot23_r2c20,ITC1468,3,ITC0249 Calcutta 4,Males__ITC0249_Calcutta4_r1c1_plot1,2020-08-19,2.0,2021-02-02,,,,,,,,Arusha
NM202008_(136391C3/161424),2016 NM_Pollination block,16NM_ITC1468-Kahuti_plot37_r2c6,ITC1468,3,ITC0609 Pahang,Males_ITC0609_Pahang_r1c11_plot20,2020-08-03,1.0,,,,,,,,,Arusha
NM202008_(136406C3/161554),2016 NM_Pollination block,16NM_ITC1460-IjihuInkundu_plot351_r17c15,ITC1460,3,ITC0249 Calcutta 4,Males__ITC0249_Calcutta4_r1c1_plot1,2020-08-17,3.0,,,,,,,,,Arusha
NM202008_(136419C3/161582),2016 NM_Pollination block,16NM_ITC1468-Kahuti_plot103_r5c19,ITC1468,3,ITC0712 Cv Rose,Males_ITCO712_Cv_Rose_r2c1_plot22,2020-08-19,2.0,2020-12-31,,,,,,,,Arusha
NM202008_(136457C3/161554),2016 NM_Pollination block,16NM_ITC1468-Kahuti_plot68_r4c17,ITC1468,3,ITC0249 Calcutta 4,Males__ITC0249_Calcutta4_r1c1_plot1,2020-08-03,1.0,,,,,,,,,Arusha
NM202008_(136499C3/161418),2016 NM_Pollination block,16NM_ITC1468-Kahuti_plot36_r2c7,ITC1468,3,ITC0712 Cv Rose,Males_ITCO712_Cv_Rose_r2c1_plot27,2020-08-03,1.0,,,,,,,,,Arusha
NM202008_(136526C2/161548),2016 NM_Pollination block,16NM_Huti-white_plot161_r8c8,Huti-white,2,ITC0609 Pahang,Males_ITC0609_Pahang_r1c11_plot19,2020-08-03,1.0,2020-11-20,2020-12-17,33.0,27.0,2021-01-18,27.0,20,2021-02-08,Arusha
NM202008_(136659C3/161548),2016 NM_Pollination block,16NM_ITC1468-Kahuti_plot56_r3c14,ITC1468,3,ITC0609 Pahang,Males_ITC0609_Pahang_r1c11_plot19,2020-08-03,1.0,2021-02-02,,,,,,,,Arusha
NM202008_(152378C2/161554),NM_Mcharepollinationblock2,16NM_Huti-white_plot84r4c1,Huti-white,2,ITC0249 Calcutta 4,Males__ITC0249_Calcutta4_r1c1_plot1,2020-08-25,,2021-02-02,,,,,,,,Arusha
NM202008_(152427C2/161541),NM_Mcharepollinationblock2,16NM_Huti-white_plot758r37c2,Huti-white,2,ITC0609 Pahang,Males_ITC0609_Pahang_r1c11_plot12,2020-08-17,4.0,2021-01-11,,,,,,,,Arusha
NM202008_(152657C2/161433),NM_Mcharepollinationblock2,16NM_Huti-white_plot126r6c1,Huti-white,2,ITC0609 Pahang,Males_ITC0609_Pahang_r1c11_plot11,2020-08-28,,2021-02-19,2021-03-04,19.0,13.0,2021-03-15,13.0,4,2021-03-30,Arusha
NM202008_(152727C2/161554),NM_Mcharepollinationblock2,16NM_Huti-white_plot274r14c21,Huti-white,2,ITC0249 Calcutta 4,Males__ITC0249_Calcutta4_r1c1_plot1,2020-08-19,2.0,2020-09-28,2021-02-15,7.0,7.0,2021-03-15,7.0,3,2021-03-30,Arusha
NM202008_(152819C2/161431),NM_Mcharepollinationblock2,16NM_Huti-white_plot442r22c21,Huti-white,2,ITC1448 IITA hybrid 2145/1320,Males_ITC1448IITA_hybrid2145_1320_r2c11_plot31,2020-08-14,,2020-11-20,,,,,,,,Arusha
NM202008_(152842C2/161554),NM_Mcharepollinationblock2,16NM_Huti-white_plot273r13c21,Huti-white,2,ITC0249 Calcutta 4,Males__ITC0249_Calcutta4_r1c1_plot1,2020-08-17,4.0,,,,,,,,,Arusha
NM202008_(152865C2/161500),NM_Mcharepollinationblock2,16NM_Huti-white_plot355r17c19,Huti-white,2,ITC0249 Calcutta 4,Males__ITC0249_Calcutta4_r1c1_plot5,2020-08-24,1.0,2021-02-02,2021-02-15,11.0,10.0,2021-03-15,10.0,8,2021-03-30,Arusha
NM202008_(152973C2/161468),NM_Mcharepollinationblock2,16NM_Huti-white_plot733r35c19,Huti-white,2,ITC0609 Pahang,Males_ITC0609_Pahang_r1c11_plot14,2020-08-27,4.0,2021-02-02,2021-02-16,8.0,8.0,2021-03-15,8.0,7,2021-03-30,Arusha
NM202008_(190213C2/161554),2019_NM_Pollination_Block_4b,NM2018_Huti-white_block_4b_plot55,Huti-white,2,ITC0249 Calcutta 4,Males__ITC0249_Calcutta4_r1c1_plot1,2020-08-17,3.0,,,,,,,,,Arusha
NM202008_(190271C1/161424),2019_NM_Pollination_Block_4b,NM2018_Huti-white_block_4b_plot35,Huti-white,1,ITC0609 Pahang,Males_ITC0609_Pahang_r1c11_plot20,2020-08-24,,,,,,,,,,Arusha
NM202008_(190277C1/161405),2019_NM_Pollination_Block_4b,NM2018_Huti-white_block_4b_plot94,Huti-white,1,ITC0425 SH-3142,Males_ITCO425_SH3142_r7c1_plot127,2020-08-03,1.0,,,,,,,,,Arusha
NM202008_(190311C2/161502),2019_NM_Pollination_Block_4b,NM2018_Huti-white_block_4b_plot238,Huti-white,2,ITC1448 IITA hybrid 2145/1320,Males_ITC1448IITA_hybrid2145_1320_r2c11_plot33,2020-08-21,,2021-02-02,,,,,,,,Arusha
NM202008_(190313C1/161502),2019_NM_Pollination_Block_4b,NM2018_Huti-white_block_4b_plot204,Huti-white,1,ITC1448 IITA hybrid 2145/1320,Males_ITC1448IITA_hybrid2145_1320_r2c11_plot33,2020-08-28,2.0,2021-02-19,,,,,,,,Arusha
NM202008_(190318C1/161405),2019_NM_Pollination_Block_4b,NM2018_Huti-white_block_4b_plot151,Huti-white,1,ITC0425 SH-3142,Males_ITCO425_SH3142_r7c1_plot127,2020-08-03,1.0,2020-12-21,,,,,,,,Arusha
NM202008_(190353C1/161502),2019_NM_Pollination_Block_4b,NM2018_Huti-white_block_4b_plot135,Huti-white,1,ITC1448 IITA hybrid 2145/1320,Males_ITC1448IITA_hybrid2145_1320_r2c11_plot33,2020-08-28,3.0,2021-02-19,,,,,,,,Arusha
NM202008_(190395C1/161522),2019_NM_Pollination_Block_4b,NM2018_Huti-white_block_4b_plot91,Huti-white,1,ITC0249 Calcutta 4,Males__ITC0249_Calcutta4_r1c1_plot10,2020-08-13,,,,,,,,,,Arusha
NM202008_(190399C1/161522),2019_NM_Pollination_Block_4b,NM2018_Huti-white_block_4b_plot139,Huti-white,1,ITC0249 Calcutta 4,Males__ITC0249_Calcutta4_r1c1_plot10,2020-08-13,,2021-01-22,,,,,,,,Arusha
NM202008_(190418C2/161541),2019_NM_Pollination_Block_4b,NM2018_Huti-white_block_4b_plot228,Huti-white,2,ITC0609 Pahang,Males_ITC0609_Pahang_r1c11_plot12,2020-08-17,3.0,2021-01-11,,,,,,,,Arusha
