FemalePlotName,Crossnumber_1,Crossnumber_2,Crossnumber_3,Crossnumber_4,Crossnumber_5,number_crosses
2020PollinationblockGWASBoders_Majimaji_P111R5C1,NM202012_(231281C1/161554),,,,,1
2020PollinationblockGWASBoders_Majimaji_P114R5C1,NM202009_(231315C1/161494),NM202105_(231315C2/161405),,,,2
2020PollinationblockGWASBoders_Majimaji_P115R5C1,NM202101_(231323C1/161525),,,,,1
2020PollinationblockGWASBoders_Majimaji_P116R5C1,NM202010_(231280C1/161578),,,,,1
2020PollinationblockGWASBoders_Majimaji_P118R5C1,NM202010_(231279C1/161571),NM202102_(231279C2/161576),,,,2
2020PollinationblockGWASBoders_Majimaji_P120R5C1,NM202009_(231282C1/161554),,,,,1
2020PollinationblockGWASBoders_Majimaji_P121R5C1,NM202010_(231266C1/161405),,,,,1
2020PollinationblockGWASBoders_Majimaji_P122R5C1,NM202009_(231268C1/161505),,,,,1
2020PollinationblockGWASBoders_Majimaji_P124R5C1,NM202012_(231326C1/161554),,,,,1
2020PollinationblockGWASBoders_Majimaji_P126R6C1,NM202103_(231253C1/161484),,,,,1
2020PollinationblockGWASBoders_Majimaji_P127R6C1,NM202010_(231188C1/161554),,,,,1
2020PollinationblockGWASBoders_Majimaji_P129R6C1,NM202009_(231185C1/161502),,,,,1
2020PollinationblockGWASBoders_Majimaji_P137R6C1,NM202101_(231215C1/161578),,,,,1
2020PollinationblockGWASBoders_Majimaji_P140R6C1,NM202012_(231307C1/161480),,,,,1
2020PollinationblockGWASBoders_Majimaji_P142R6C1,NM202009_(231184C1/161494),NM202012_(231184C/161483),,,,2
2020PollinationblockGWASBoders_Majimaji_P143R6C1,NM202010_(231186C1/161441),NM202101_(231186C2/161458),,,,2
2020PollinationblockGWASBoders_Majimaji_P144R6C1,NM202010_(231296C1/161578),,,,,1
2020PollinationblockGWASBoders_Majimaji_P146R6C1,NM202009_(231250C1/161599),NM202101_(231250C2/161554),,,,2
2020PollinationblockGWASBoders_Majimaji_P147R6C1,NM202012_(231321C1/161483),,,,,1
2020PollinationblockGWASBoders_Majimaji_P148R6C1,NM202010_(231311C1/161499),,,,,1
2020PollinationblockGWASBoders_MuraruMlalu_P10R1C1,NM202008_(231301C1/161412),,,,,1
2020PollinationblockGWASBoders_MuraruMlalu_P12R1C1,NM202103_(231298C1/161494),,,,,1
2020PollinationblockGWASBoders_MuraruMlalu_P14R1C1,NM202105_(231256C1/161405),,,,,1
2020PollinationblockGWASBoders_MuraruMlalu_P22R1C1,NM202011_(231200C1/161554),,,,,1
2020PollinationblockGWASBoders_MuraruMlalu_P23R1C1,NM202010_(231284C1/161590),,,,,1
2020PollinationblockGWASBoders_MuraruMlalu_P25R1C1,NM202009_(231289C1/161522),,,,,1
2020PollinationblockGWASBoders_MuraruMlalu_P2R1C1,NM202010_(231222C1/161503),,,,,1
2020PollinationblockGWASBoders_MuraruWhite_P100R4C1,NM202010_(231249C1/161571),,,,,1
2020PollinationblockGWASBoders_MuraruWhite_P102R4C1,NM202011_(231297C1/161571),,,,,1
2020PollinationblockGWASBoders_MuraruWhite_P81R4C1,NM202104_(231182C1/161405),,,,,1
2020PollinationblockGWASBoders_MuraruWhite_P84R4C1,NM202008_(231219C1/161541),,,,,1
2020PollinationblockGWASBoders_MuraruWhite_P85R4C1,NM202104_(231190C1/161460),,,,,1
2020PollinationblockGWASBoders_MuraruWhite_P87R4C1,NM202012_(231313C1/161480),,,,,1
2020PollinationblockGWASBoders_MuraruWhite_P88R4C1,NM202102_(231212C1/161494),,,,,1
2020PollinationblockGWASBoders_MuraruWhite_P91R4C1,NM202008_(231294C1/161578),,,,,1
2020PollinationblockGWASBoders_MuraruWhite_P96R4C1,NM202101_(231319C1/161478),,,,,1
2020PollinationblockGWASBoders_TT2_P31R2C1,NM202103_(231258C1/161578),,,,,1
2020PollinationblockGWASBoders_TT2_P32R2C1,NM202010_(231251C1/161571),,,,,1
2020PollinationblockGWASBoders_TT2_P33R2C1,NM202011_(231234C1/161516),,,,,1
2020PollinationblockGWASBoders_TT2_P34R2C1,NM202009_(231254C1/161554),,,,,1
2020PollinationblockGWASBoders_TT2_P35R2C1,NM202104_(231206C1/161472),,,,,1
2020PollinationblockGWASBoders_TT2_P38R2C1,NM202103_(231245C1/161554),,,,,1
2020PollinationblockGWASBoders_TT2_P43R2C1,NM202009_(231199C1/161554),NM202009_(231199C2/161522),,,,2
2020PollinationblockGWASBoders_TT2_P45R2C1,NM202009_(231224C1/161541),,,,,1
2020PollinationblockGWASBoders_TT2_P48R2C1,NM202009_(231264C1/161522),,,,,1
2020PollinationblockGWASBoders_TT2_P49R2C1,NM202009_(231232C1/161412),,,,,1
2020PollinationblockGWASBoders_TT2_P51R2C1,NM202011_(231236C1/161571),,,,,1
NM2018_Huti-white_block_4_1001,NM202002_(190481C1/161478),,,,,1
NM2018_Huti-white_block_4_1002,NM202003_(190466C1/161554),,,,,1
NM2018_Huti-white_block_4_1003,NM202011_(190614C1/161571),,,,,1
NM2018_Huti-white_block_4_1005,NM202003_(191018C1/161536),NM202003_(191018C2/161462),,,,2
NM2018_Huti-white_block_4_1011,NM201910_(190690C1/161500),,,,,1
NM2018_Huti-white_block_4_1013,NM201912_(190553C1/161458),,,,,1
NM2018_Huti-white_block_4_1018,NM202007_(190924C1/161541),NM202007_(190924C1/161584),,,,2
NM2018_Huti-white_block_4_1020,NM202001_(190654C1/161555),,,,,1
NM2018_Huti-white_block_4_1021,NM202001_(190602C1/161508),NM202012_(190602C/161480),,,,2
NM2018_Huti-white_block_4_1029,NM202002_(190547C1/161554),NM202002_(190547C2/161554),,,,2
NM2018_Huti-white_block_4_1033,NM202009_(190909C1/161541),NM202009_(190909C2/161412),,,,2
NM2018_Huti-white_block_4_1036,NM202008_(191066C1/161522),,,,,1
NM2018_Huti-white_block_4_1037,NM202007_(190534C1/161554),NM202010_(190534C2/161554),,,,2
NM2018_Huti-white_block_4_1074,NM202012_(190538C1/161483),,,,,1
NM2018_Huti-white_block_4_1075,NM202002_(190972C1/161424),,,,,1
NM2018_Huti-white_block_4_1111,NM202007_(190565C1/161413),NM202010_(190565C2/161578),,,,2
NM2018_Huti-white_block_4_1115,NM202010_(191054C1/161571),,,,,1
NM2018_Huti-white_block_4_1120,NM202102_(190531C1/161554),,,,,1
NM2018_Huti-white_block_4_1163,NM202102_(191045C1/161564),,,,,1
NM2018_Huti-white_block_4_1164,NM201912_(190470C1/161554),NM202103_(191135C2/161554),,,,2
NM2018_Huti-white_block_4_1174,NM202011_(190686C1/161522),,,,,1
NM2018_Huti-white_block_4_1200,NM202101_(190455C1/161554),,,,,1
NM2018_Huti-white_block_4_1201,NM202001_(190572C1/161571),,,,,1
NM2018_Huti-white_block_4_1203,NM202003_(190973C1/161536),,,,,1
NM2018_Huti-white_block_4_1207,NM202011_(190905C1/161554),,,,,1
NM2018_Huti-white_block_4_1234,NM202003_(190506C1/161571),,,,,1
NM2018_Huti-white_block_4_1237,NM202010_(190685C1/161578),,,,,1
NM2018_Huti-white_block_4b_plot10,NM202002_(190348C1/161554),NM202011_(190348C2/161554),,,,2
NM2018_Huti-white_block_4b_plot100,NM202003_(190375C1/161462),,,,,1
NM2018_Huti-white_block_4b_plot101,NM202103_(190291C1/161405),,,,,1
NM2018_Huti-white_block_4b_plot102,NM202002_(190434C1/161441),,,,,1
NM2018_Huti-white_block_4b_plot103,NM201910_(190379C1/161480),NM202011_(190379C2/161516),,,,2
NM2018_Huti-white_block_4b_plot104,NM201912_(190321C1/161421),NM202102_(190321C2/161578),,,,2
NM2018_Huti-white_block_4b_plot105,NM202012_(190350C1/161467),,,,,1
NM2018_Huti-white_block_4b_plot106,NM201911_(190339C1/161480),NM202010_(190339C2/161447),,,,2
NM2018_Huti-white_block_4b_plot107,NM202001_(190338C1/161554),,,,,1
NM2018_Huti-white_block_4b_plot108,NM202001_(190230C1/161536),,,,,1
NM2018_Huti-white_block_4b_plot11,NM202001_(190326C1/161554),NM202104_(190326C2/161590),,,,2
NM2018_Huti-white_block_4b_plot111,NM201912_(190454C1/161555),NM202011_(190454C2/161508),,,,2
NM2018_Huti-white_block_4b_plot112,NM201910_(190351C1/161472),,,,,1
NM2018_Huti-white_block_4b_plot113,NM201911_(190439C1/161421),,,,,1
NM2018_Huti-white_block_4b_plot114,NM202008_(190423C1/161460),,,,,1
NM2018_Huti-white_block_4b_plot117,NM202001_(190264C1/161508),,,,,1
NM2018_Huti-white_block_4b_plot12,NM201912_(190333C1/161458),,,,,1
NM2018_Huti-white_block_4b_plot120,NM201911_(190412C1/161500),NM202011_(190412C2/161578),,,,2
NM2018_Huti-white_block_4b_plot122,NM201911_(190393C1/161571),NM202011_(190393C2/161578),,,,2
NM2018_Huti-white_block_4b_plot123,NM202011_(190203C1/161554),,,,,1
NM2018_Huti-white_block_4b_plot125,NM202104_(190279C1/161494),,,,,1
NM2018_Huti-white_block_4b_plot127,NM202009_(190364C1/161541),,,,,1
NM2018_Huti-white_block_4b_plot13,NM202001_(190433C1/161536),NM202002_(190433C2/161536),NM202102_(190433C2/161505),,,3
NM2018_Huti-white_block_4b_plot133,NM202007_(190376C1/161412),NM202007_(190376C1/161541),,,,2
NM2018_Huti-white_block_4b_plot135,NM202008_(190353C1/161502),,,,,1
NM2018_Huti-white_block_4b_plot136,NM202006_(190441C1/161586),,,,,1
NM2018_Huti-white_block_4b_plot139,NM202008_(190399C1/161522),,,,,1
NM2018_Huti-white_block_4b_plot14,NM202002_(190270C1/161554),,,,,1
NM2018_Huti-white_block_4b_plot140,NM202012_(190446C1/161483),,,,,1
NM2018_Huti-white_block_4b_plot145,NM202006_(190390C1/161554),,,,,1
NM2018_Huti-white_block_4b_plot146,NM202012_(190359C1/161480),,,,,1
NM2018_Huti-white_block_4b_plot148,NM202006_(190385C1/161554),,,,,1
NM2018_Huti-white_block_4b_plot149,NM202006_(190209C1/161548),,,,,1
NM2018_Huti-white_block_4b_plot151,NM202008_(190318C1/161405),,,,,1
NM2018_Huti-white_block_4b_plot155,NM202001_(190302C1/161480),,,,,1
NM2018_Huti-white_block_4b_plot157,NM202012_(190336C1/161582),,,,,1
NM2018_Huti-white_block_4b_plot159,NM201911_(190421C1/161421),,,,,1
NM2018_Huti-white_block_4b_plot16,NM202002_(190315C1/161494),,,,,1
NM2018_Huti-white_block_4b_plot161,NM202001_(190391C1/161447),NM202101_(190391C2/161494),,,,2
NM2018_Huti-white_block_4b_plot162,NM201911_(190310C1/161554),NM202012_(190310C/161483),,,,2
NM2018_Huti-white_block_4b_plot163,NM201911_(190449C1/161500),NM202102_(190449C2/161590),,,,2
NM2018_Huti-white_block_4b_plot164,NM201910_(190349C1/161554),NM202010_(190349C2/161554),,,,2
NM2018_Huti-white_block_4b_plot165,NM202001_(190301C1/161554),,,,,1
NM2018_Huti-white_block_4b_plot166,NM201911_(190453C1/161500),,,,,1
NM2018_Huti-white_block_4b_plot167,NM201912_(190245C1/161440),NM202010_(190245C2/161554),,,,2
NM2018_Huti-white_block_4b_plot168,NM201911_(190316C1/161500),NM202010_(190316C2/161554),NM202011_(190316C2/161439),,,3
NM2018_Huti-white_block_4b_plot169,NM201911_(190260C1/161421),NM202005_(190260C2/161414),NM202012_(190260C2/161554),,,3
NM2018_Huti-white_block_4b_plot171,NM202001_(190284C1/161411),,,,,1
NM2018_Huti-white_block_4b_plot172,NM201910_(190440C1/161500),NM202009_(190440C2/161460),,,,2
NM2018_Huti-white_block_4b_plot174,NM201911_(190327C1/161480),,,,,1
NM2018_Huti-white_block_4b_plot175,NM201911_(190266C1/161500),NM202101_(190266C/161480),,,,2
NM2018_Huti-white_block_4b_plot176,NM201911_(190443C1/161554),,,,,1
NM2018_Huti-white_block_4b_plot177,NM202001_(190426C1/161508),,,,,1
NM2018_Huti-white_block_4b_plot181,NM201911_(190206C1/161480),,,,,1
NM2018_Huti-white_block_4b_plot182,NM201912_(190235C1/161421),,,,,1
NM2018_Huti-white_block_4b_plot183,NM202006_(190238C1/161413),,,,,1
NM2018_Huti-white_block_4b_plot189,NM202007_(190368C1/161554),,,,,1
NM2018_Huti-white_block_4b_plot19,NM202103_(190388C1/161460),,,,,1
NM2018_Huti-white_block_4b_plot191,NM202007_(190275C1/161508),,,,,1
NM2018_Huti-white_block_4b_plot192,NM202007_(190246C1/161554),,,,,1
NM2018_Huti-white_block_4b_plot193,NM202006_(190222C1/161554),,,,,1
NM2018_Huti-white_block_4b_plot194,NM202006_(190357C1/161567),,,,,1
NM2018_Huti-white_block_4b_plot198,NM202009_(190286C1/161522),,,,,1
NM2018_Huti-white_block_4b_plot202,NM202008_(190451C1/161414),,,,,1
NM2018_Huti-white_block_4b_plot203,NM202007_(190242C1/161554),,,,,1
NM2018_Huti-white_block_4b_plot204,NM202008_(190313C1/161502),,,,,1
NM2018_Huti-white_block_4b_plot206,NM202007_(190325C1/161554),,,,,1
NM2018_Huti-white_block_4b_plot207,NM202010_(190308C1/161460),,,,,1
NM2018_Huti-white_block_4b_plot209,NM202003_(190345C1/161462),NM202104_(190345C2/161494),,,,2
NM2018_Huti-white_block_4b_plot21,NM202105_(190241C1/161405),,,,,1
NM2018_Huti-white_block_4b_plot210,NM202006_(190208C1/161461),,,,,1
NM2018_Huti-white_block_4b_plot213,NM202012_(190262C1/161582),,,,,1
NM2018_Huti-white_block_4b_plot214,NM202001_(190367C1/161554),,,,,1
NM2018_Huti-white_block_4b_plot217,NM201911_(190268C1/161480),,,,,1
NM2018_Huti-white_block_4b_plot218,NM201911_(190377C1/161500),,,,,1
NM2018_Huti-white_block_4b_plot219,NM201912_(190408C1/161508),NM202011_(190408C2/161571),,,,2
NM2018_Huti-white_block_4b_plot220,NM201911_(190263C1/161554),NM202012_(190263C/161480),,,,2
NM2018_Huti-white_block_4b_plot221,NM202002_(190251C1/161554),,,,,1
NM2018_Huti-white_block_4b_plot223,NM201911_(190239C1/161541),NM202011_(190239C2/161571),,,,2
NM2018_Huti-white_block_4b_plot224,NM201911_(190299C1/161571),NM202006_(190299C2/161536),,,,2
NM2018_Huti-white_block_4b_plot225,NM201911_(190244C1/161554),NM202006_(190244C2/161447),,,,2
NM2018_Huti-white_block_4b_plot226,NM201912_(190320C1/161554),NM202011_(190320C2/161522),,,,2
NM2018_Huti-white_block_4b_plot227,NM202001_(190274C1/161571),,,,,1
NM2018_Huti-white_block_4b_plot228,NM201911_(190418C1/161421),NM202008_(190418C2/161541),,,,2
NM2018_Huti-white_block_4b_plot229,NM202001_(190253C1/161555),,,,,1
NM2018_Huti-white_block_4b_plot230,NM201910_(190240C1/161554),,,,,1
NM2018_Huti-white_block_4b_plot231,NM201910_(190278C1/161413),NM202011_(190278C2/161522),,,,2
NM2018_Huti-white_block_4b_plot232,NM201910_(190218C1/161472),NM202007_(190218C2/161467),,,,2
NM2018_Huti-white_block_4b_plot233,NM201910_(190442C1/161472),NM202010_(190442C2/161554),,,,2
NM2018_Huti-white_block_4b_plot234,NM201910_(190381C1/161541),NM202012_(190381C2/161508),,,,2
NM2018_Huti-white_block_4b_plot236,NM202001_(190365C1/161480),,,,,1
NM2018_Huti-white_block_4b_plot237,NM201910_(190329C1/161541),NM202010_(190329C2/161571),,,,2
NM2018_Huti-white_block_4b_plot238,NM201912_(190311C1/161480),NM202008_(190311C2/161502),NM202101_(190311C2/161494),,,3
NM2018_Huti-white_block_4b_plot239,NM202003_(190401C1/161419),,,,,1
NM2018_Huti-white_block_4b_plot24,NM202007_(190370C1/161433),,,,,1
NM2018_Huti-white_block_4b_plot240,NM202003_(190383C1/161554),NM202101_(190383C/161480),,,,2
NM2018_Huti-white_block_4b_plot245,NM202007_(190431C1/161554),NM202011_(190431C2/161562),,,,2
NM2018_Huti-white_block_4b_plot247,NM202104_(190228C1/161590),,,,,1
NM2018_Huti-white_block_4b_plot248,NM202007_(190343C1/161554),,,,,1
NM2018_Huti-white_block_4b_plot251,NM202010_(190232C1/161571),,,,,1
NM2018_Huti-white_block_4b_plot252,NM202012_(190288C1/161582),,,,,1
NM2018_Huti-white_block_4b_plot27,NM202005_(190409C1/161588),,,,,1
NM2018_Huti-white_block_4b_plot3,NM202012_(190249C1/161582),,,,,1
NM2018_Huti-white_block_4b_plot30,NM202005_(190407C1/161441),,,,,1
NM2018_Huti-white_block_4b_plot32,NM202005_(190250C1/161595),,,,,1
NM2018_Huti-white_block_4b_plot33,NM202006_(190314C1/161586),,,,,1
NM2018_Huti-white_block_4b_plot34,NM202010_(190233C1/161522),,,,,1
NM2018_Huti-white_block_4b_plot35,NM202008_(190271C1/161424),,,,,1
NM2018_Huti-white_block_4b_plot36,NM202006_(190398C1/161446),,,,,1
NM2018_Huti-white_block_4b_plot38,NM202006_(190410C1/161461),,,,,1
NM2018_Huti-white_block_4b_plot4,NM202003_(190342C1/161588),,,,,1
NM2018_Huti-white_block_4b_plot44,NM201912_(190445C1/161413),,,,,1
NM2018_Huti-white_block_4b_plot45,NM202002_(190450C1/161571),,,,,1
NM2018_Huti-white_block_4b_plot46,NM202009_(190227C1/161494),,,,,1
NM2018_Huti-white_block_4b_plot48,NM202002_(190248C1/161554),,,,,1
NM2018_Huti-white_block_4b_plot49,NM202001_(190281C1/161536),,,,,1
NM2018_Huti-white_block_4b_plot5,NM202102_(190231C1/161590),,,,,1
NM2018_Huti-white_block_4b_plot50,NM202002_(190435C1/161480),,,,,1
NM2018_Huti-white_block_4b_plot51,NM202001_(190225C1/161554),,,,,1
NM2018_Huti-white_block_4b_plot52,NM201911_(190354C1/161421),,,,,1
NM2018_Huti-white_block_4b_plot53,NM201911_(190363C1/161480),,,,,1
NM2018_Huti-white_block_4b_plot54,NM202012_(190234C1/161483),,,,,1
NM2018_Huti-white_block_4b_plot55,NM201911_(190213C1/161500),NM202008_(190213C2/161554),,,,2
NM2018_Huti-white_block_4b_plot56,NM201912_(190226C1/161405),,,,,1
NM2018_Huti-white_block_4b_plot57,NM201911_(190300C1/161541),,,,,1
NM2018_Huti-white_block_4b_plot58,NM201911_(190214C1/161480),NM202010_(190214C2/161447),,,,2
NM2018_Huti-white_block_4b_plot6,NM202103_(190282C1/161413),NM202103_(190282C2/161479),NM202105_(190282C2/161499),,,3
NM2018_Huti-white_block_4b_plot61,NM202001_(190447C1/161536),,,,,1
NM2018_Huti-white_block_4b_plot62,NM202001_(190396C1/161554),NM202012_(190396C2/161542),,,,2
NM2018_Huti-white_block_4b_plot63,NM202007_(190452C1/161554),,,,,1
NM2018_Huti-white_block_4b_plot65,NM201912_(190328C1/161555),,,,,1
NM2018_Huti-white_block_4b_plot66,NM201912_(190219C1/161411),NM202101_(190219C2/161578),,,,2
NM2018_Huti-white_block_4b_plot67,NM202002_(190322C1/161554),,,,,1
NM2018_Huti-white_block_4b_plot68,NM202010_(190417C1/161571),,,,,1
NM2018_Huti-white_block_4b_plot69,NM202002_(190293C1/161480),,,,,1
NM2018_Huti-white_block_4b_plot7,NM201911_(190236C1/161480),,,,,1
NM2018_Huti-white_block_4b_plot70,NM202002_(190252C1/161578),,,,,1
NM2018_Huti-white_block_4b_plot72,NM202005_(190356C1/161478),,,,,1
NM2018_Huti-white_block_4b_plot75,NM202007_(190243C1/161433),,,,,1
NM2018_Huti-white_block_4b_plot76,NM202005_(190332C1/161602),,,,,1
NM2018_Huti-white_block_4b_plot81,NM202007_(190269C1/161494),,,,,1
NM2018_Huti-white_block_4b_plot82,NM202008_(190430C1/161494),,,,,1
NM2018_Huti-white_block_4b_plot85,NM202010_(190346C1/161460),,,,,1
NM2018_Huti-white_block_4b_plot89,NM202006_(190220C1/161588),,,,,1
NM2018_Huti-white_block_4b_plot91,NM202008_(190395C1/161522),,,,,1
NM2018_Huti-white_block_4b_plot93,NM202005_(190221C1/161478),,,,,1
NM2018_Huti-white_block_4b_plot94,NM202008_(190277C1/161405),,,,,1
NM2018_Huti-white_block_4b_plot97,NM202006_(190380C1/161461),,,,,1
NM2018_Huti-white_block_4b_plot98,NM202010_(190259C1/161522),,,,,1
NM2018_Huti-white_block_4b_plot99,NM202002_(190438C1/161578),,,,,1
NM2018_ITC1468-kahuti_block_4_1009,NM202009_(190663C1/161467),,,,,1
NM2018_ITC1468-kahuti_block_4_1012,NM202002_(191120C1/161554),,,,,1
NM2018_ITC1468-kahuti_block_4_1015,NM202010_(191023C1/161571),,,,,1
NM2018_ITC1468-kahuti_block_4_1026,NM202012_(190660C1/161554),,,,,1
NM2018_ITC1468-kahuti_block_4_1028,NM202102_(190499C1/161480),,,,,1
NM2018_ITC1468-kahuti_block_4_1032,NM201910_(190976C1/161500),NM202101_(190611C2/161591),,,,2
NM2018_ITC1468-kahuti_block_4_1040,NM201912_(190540C1/161554),,,,,1
NM2018_ITC1468-kahuti_block_4_1043,NM201910_(190956C1/161554),,,,,1
NM2018_ITC1468-kahuti_block_4_1044,NM202010_(190568C1/161571),,,,,1
NM2018_ITC1468-kahuti_block_4_1045,NM202012_(191044C1/161516),,,,,1
NM2018_ITC1468-kahuti_block_4_1049,NM202003_(190653C1/161571),,,,,1
NM2018_ITC1468-kahuti_block_4_1050,NM202011_(190551C1/161571),,,,,1
NM2018_ITC1468-kahuti_block_4_1052,NM201911_(191089C1/161500),NM202007_(190476C2/161554),,,,2
NM2018_ITC1468-kahuti_block_4_1053,NM202009_(191095C1/161522),,,,,1
NM2018_ITC1468-kahuti_block_4_1054,NM202001_(190606C1/161536),,,,,1
NM2018_ITC1468-kahuti_block_4_1057,NM202003_(190898C1/161419),,,,,1
NM2018_ITC1468-kahuti_block_4_1062,NM202009_(191061C1/161406),,,,,1
NM2018_ITC1468-kahuti_block_4_1065,NM201912_(190687C1/161413),NM202010_(190687C2/161457),,,,2
NM2018_ITC1468-kahuti_block_4_1068,NM202101_(190535C1/161480),NM202101_(190535C2/161419),,,,2
NM2018_ITC1468-kahuti_block_4_1069,NM201911_(190958C1/161480),,,,,1
NM2018_ITC1468-kahuti_block_4_1072,NM202001_(190478C1/161554),,,,,1
NM2018_ITC1468-kahuti_block_4_1077,NM202010_(190985C1/161460),NM202103_(190985C2/161479),,,,2
NM2018_ITC1468-kahuti_block_4_1080,NM201911_(191117C1/161480),NM202003_(190504C2/161554),NM202103_(191117C2/161590),,,3
NM2018_ITC1468-kahuti_block_4_1082,NM202010_(191031C1/161571),,,,,1
NM2018_ITC1468-kahuti_block_4_1083,NM202012_(190954C1/161582),,,,,1
NM2018_ITC1468-kahuti_block_4_1084,NM202101_(191032C1/161483),,,,,1
NM2018_ITC1468-kahuti_block_4_1085,NM202003_(190465C1/161571),NM202006_(190465C2/161413),,,,2
NM2018_ITC1468-kahuti_block_4_1086,NM202012_(190670C1/161554),,,,,1
NM2018_ITC1468-kahuti_block_4_1092,NM202001_(190906C1/161534),,,,,1
NM2018_ITC1468-kahuti_block_4_1100,NM202105_(191104C1/161405),,,,,1
NM2018_ITC1468-kahuti_block_4_1105,NM202002_(191134C1/161536),,,,,1
NM2018_ITC1468-kahuti_block_4_1106,NM202003_(191128C1/161419),,,,,1
NM2018_ITC1468-kahuti_block_4_1107,NM202008_(190460C1/161414),,,,,1
NM2018_ITC1468-kahuti_block_4_1112,NM202006_(191133C1/161586),,,,,1
NM2018_ITC1468-kahuti_block_4_1114,NM202012_(190539C1/161537),,,,,1
NM2018_ITC1468-kahuti_block_4_1117,NM202007_(190627C1/161433),,,,,1
NM2018_ITC1468-kahuti_block_4_1118,NM202104_(191098C1/161484),,,,,1
NM2018_ITC1468-kahuti_block_4_1122,NM202011_(190515C1/161554),,,,,1
NM2018_ITC1468-kahuti_block_4_1125,NM202009_(190940C1/161578),,,,,1
NM2018_ITC1468-kahuti_block_4_1126,NM202006_(190659C1/161412),NM202007_(190957C2/161413),,,,2
NM2018_ITC1468-kahuti_block_4_1128,NM201910_(190523C1/161480),NM202101_(191067C/161480),,,,2
NM2018_ITC1468-kahuti_block_4_1129,NM202102_(190497C1/161447),NM202102_(190497C2/161578),,,,2
NM2018_ITC1468-kahuti_block_4_1130,NM202103_(191075C1/161578),,,,,1
NM2018_ITC1468-kahuti_block_4_1137,NM202011_(190674C1/161421),,,,,1
NM2018_ITC1468-kahuti_block_4_1141,NM202010_(190625C1/161554),,,,,1
NM2018_ITC1468-kahuti_block_4_1149,NM202010_(190574C1/161554),,,,,1
NM2018_ITC1468-kahuti_block_4_1154,NM202010_(190647C1/161571),,,,,1
NM2018_ITC1468-kahuti_block_4_1156,NM202102_(190987C1/161595),,,,,1
NM2018_ITC1468-kahuti_block_4_1180,NM202101_(190644C1/161591),,,,,1
NM2018_ITC1468-kahuti_block_4_1197,NM202003_(191072C1/161419),NM202105_(191072C2/161499),,,,2
NM2018_ITC1468-kahuti_block_4_1202,NM202012_(191053C1/161516),,,,,1
NM2018_ITC1468-kahuti_block_4_1214,NM201910_(190480C1/161472),,,,,1
NM2018_ITC1468-kahuti_block_4_1217,NM202011_(190638C1/161560),,,,,1
NM2018_ITC1468-kahuti_block_4_1219,NM201912_(190528C1/161413),NM202012_(191080C/161554),,,,2
NM2018_ITC1468-kahuti_block_4_1229,NM201912_(190983C1/161554),,,,,1
NM2018_ITC1468-kahuti_block_4_1236,NM202010_(190488C1/161554),,,,,1
NM2018_ITC1468-kahuti_block_4_1240,NM202008_(190500C1/161487),NM202009_(190500C2/161467),,,,2
